tgv_ref,cible_ref,cible_intitule,relation,justification
P08.02,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Information préalable à la collecte directe auprès du patient sur l'usage des RP = avis préalable à la collecte (P1.1).
P08.03,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Connaissance de la provenance et confirmation d'autorisation en collecte indirecte = collecte conforme aux objectifs (P3.1), chevauchement partiel."
P08.04,P3.2,"For information requiring explicit consent, the entity communicates the need for such consent, as well as the consequences of a failure to provide consent for the request for personal information, and obtains the consent prior to the collection of the information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"Information et consentement pour la collecte automatisée (témoins, localisation) = consentement explicite préalable à la collecte (P3.2)."
P08.05,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Connaissance de la date de collecte des RP = donnée de gestion soutenant la conservation (P4.2), chevauchement partiel."
P08.06,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,recoupement_partiel,"Traçabilité et marquage spécifique des RP du DSQ tout au long du cycle de vie = identification/maintien de l'information confidentielle (C1.1), chevauchement partiel."
P08.07,P6.2,"The entity creates and retains a complete, accurate, and timely record of authorized disclosures of personal information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Traçabilité de toute communication de RP entrante/sortante = tenue d'un registre exact des divulgations autorisées (P6.2).
P08.09,P1.1,"The entity provides notice to data subjects about its privacy practices to meet the entity’s objectives related to privacy. The notice is updated and communicated to data subjects in a timely manner for changes to the entity’s privacy practices, including changes in the use of personal information, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Information de l'utilisateur sur la durée de conservation au moment de la collecte = élément de l'avis de vie privée (P1.1).
P09.01,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Gestion des accès aux RP par profils selon le moindre privilège = accès base sur les rôles et moindre privilège (CC6.3).
P09.02,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Mécanismes d'authentification des utilisateurs proportionnels à la sensibilité = sécurité d'accès logique (CC6.1).
P09.03,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Accès aux RP répondant au principe de nécessité (besoin de connaître) = moindre privilège selon les rôles (CC6.3).
P09.04,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation de l'ensemble des accès aux RP = surveillance/enregistrement de l'activité du système (CC7.2).
P09.05,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",recoupement_partiel,"Lien entre RP, type d'accès, tâches et profils = accès base sur les rôles/responsabilités (CC6.3), chevauchement partiel avec la journalisation."
P09.06,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation des accès exploitable par des outils de gestion = surveillance et analyse des journaux (CC7.2).
P09.07,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Restriction des accès aux RP selon le moment (plage horaire) = mesure de sécurité d'accès logique (CC6.1).
P09.08,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",tgv_plus_etroit,Contrôle renforcé des accès à privilèges élevés = gestion du moindre privilège pour comptes à privilèges (CC6.3).
P09.09,P7.1,"The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy.",recoupement_partiel,"Mise à jour des RP par personnes autorisées avec circonstances/origine = maintien de RP exacts et à jour (P7.1), chevauchement partiel."
P09.10,P2.1,"The entity communicates choices available regarding the collection, use, retention, disclosure, and disposal of personal information to the data subjects and the consequences, if any, of each choice. Explicit consent for the collection, use, retention, disclosure, and disposal of personal information is obtained from data subjects or other authorized persons, if required. Such consent is obtained only for the intended purpose of the information to meet the entity’s objectives related to privacy. The entity’s basis for determining implicit consent for the collection, use, retention, disclosure, and disposal of personal information is documented.",recoupement_partiel,"Possibilité pour la personne de demander une restriction d'accès (types, groupes, durée) = expression d'un choix sur l'accès/divulgation (P2.1), chevauchement partiel."
P09.11,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.",recoupement_partiel,"Vérification qu'un demandeur fait partie des personnes restreintes durant la période = application de restrictions d'accès (CC6.3), chevauchement partiel."
P09.12,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Refus momentané d'accès au patient avec motifs documentés = refus d'accès motivé et communiqué à la personne (P5.1).
P10.01,CC1.3,COSO Principle 3,tgv_plus_etroit,Rôles et responsabilités du personnel pour la PRP tout au long du cycle de vie = attribution d'autorités et responsabilités (CC1.3).
P10.02,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,Durée de conservation de chaque RP déterminée et justifiée = conservation des RP conforme aux objectifs (P4.2).
P10.03,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Mesures de sécurité appropriées pour protéger les RP durant tout le cycle de vie = protection par sécurité d'accès logique (CC6.1), périmètre plus large."
P10.04,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Journalisation de toute activité relative à chaque RP durant le cycle de vie = surveillance/enregistrement de l'activité (CC7.2).
P10.05,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,recoupement_partiel,"Protection adéquate des RP lors de l'archivage = maintien/protection de l'information confidentielle durant la rétention (C1.1), chevauchement partiel."
P10.06,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Destruction des RP à l'atteinte de la finalité de collecte = élimination sécurisée des RP (P4.3).
P10.07,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Anonymisation des RP pour usage légitime = forme d'élimination/de-identification (P4.3), chevauchement partiel."
P10.08,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Destruction irréversible incluant toutes les copies = élimination sécurisée complète des RP (P4.3).
P10.09,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Droit à la cessation de diffusion/désindexation (droit à l'oubli) = effacement/limitation de la disponibilité (P4.3), chevauchement partiel."
P10.10,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",recoupement_partiel,"Règles de communication des RP facilitant le processus de deuil = contrôle des divulgations (P6.1) dans un cas particulier, chevauchement partiel."
P11.01,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,recoupement_partiel,"Basés légales légitimant la collecte identifiées et respectées au déploiement = collecte conforme aux objectifs (P3.1), chevauchement partiel (conformité légale)."
P11.02,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Chaque RP destiné à un usage déterminé relié aux fonctionnalités = limitation de l'usage aux finalités (P4.1).
P11.03,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,recoupement_partiel,"Réduction au minimum des RP utilisés et des destinataires = limitation de l'usage (P4.1), avec composante de minimisation."
P11.04,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,recoupement_partiel,"Présentation de l'identité des personnes uniquement lorsque nécessaire = limitation de l'usage à la finalité (P4.1), chevauchement partiel."
P11.05,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Chaque RP utilisé pour une finalité autorisée = limitation de l'usage aux finalités prévues (P4.1).
P11.06,P3.1,Personal information is collected consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,RP recueillis strictement nécessaires = minimisation de la collecte conforme aux objectifs (P3.1).
P11.07,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Chaque fichier de RP créé/maintenu pour une finalité autorisée = limitation de l'usage aux finalités (P4.1).
P11.08,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Extraction/communication des RP contrôlée avec mesures de confidentialité = restriction et protection des transferts d'information (CC6.7).
P11.10,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.",tgv_plus_etroit,Savoir quand et par qui chaque RP a été utilisé = piste d'audit/surveillance de l'activité (CC7.2).
P11.11,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Accès facile de l'utilisateur à tous les renseignements le concernant pour consultation = droit d'accès de la personne (P5.1).
P11.12,P5.2,"The entity corrects, amends, or appends personal information based on information provided by data subjects and communicates such information to third parties, as committed or required, to meet the entity’s objectives related to privacy. If a request for correction is denied, data subjects are informed of the denial and reason for such denial to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Réponse aux demandes de consultation/correction des RP = correction/rectification à la demande de la personne (P5.2).
P11.13,P5.2,"The entity corrects, amends, or appends personal information based on information provided by data subjects and communicates such information to third parties, as committed or required, to meet the entity’s objectives related to privacy. If a request for correction is denied, data subjects are informed of the denial and reason for such denial to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Propagation des RP mis à jour/rectifiés = correction communiquée aux tiers concernés (P5.2).
P11.14,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Interdiction de l'utilisation secondaire hors cas prévus par la Loi = limitation de l'usage aux finalités autorisées (P4.1).
P11.15,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,recoupement_partiel,"Chaque panorama ne comporte que les RP strictement nécessaires à la tache = limitation de l'usage/minimisation à l'affichage (P4.1), chevauchement partiel."
P11.16,P7.1,"The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"Information de l'utilisateur sur la nécessité de mettre à jour les RP = maintien de RP exacts, à jour et pertinents (P7.1)."
P11.17,P7.1,"The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy.",recoupement_partiel,"Prise en compte des duplicatas/répliques lors des mises à jour = maintien de l'exactitude sur toutes les copies (P7.1), chevauchement partiel."
P11.18,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,recoupement_partiel,"Hébergement des RP assurant la protection exigée par la loi du Québec = maintien/protection de l'information confidentielle (C1.1), chevauchement partiel."
P11.19,P4.1,The entity limits the use of personal information to the purposes identified in the entity’s objectives related to privacy.,tgv_plus_etroit,Aucun RP utilisé pour l'apprentissage/développement hors cas prévus = limitation de l'usage aux finalités autorisées (P4.1).
P12.01,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,"Définition d'un incident de confidentialité et procédure de traitement = programme de réponse aux incidents (CC7.4), version confidentialité."
P12.02,P6.6,"The entity provides notification of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Procédures de notification interne et externe en cas d'incident de confidentialité = notification des atteintes aux personnes/régulateurs (P6.6).
P12.03,CC7.3,"The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures.",tgv_plus_etroit,Mesures pour prévenir ou limiter les conséquences d'un incident = évaluation des événements et actions pour prévenir les défaillances (CC7.3).
P12.04,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,"Mesures pour réduire le préjudice et éviter la récurrence des incidents = confinement, remédiation et suivi (CC7.4)."
P12.05,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",tgv_plus_etroit,Plan de réponse aux incidents et directives au personnel = programme structuré de réponse aux incidents (CC7.4).
P12.06,P6.3,"The entity creates and retains a complete, accurate, and timely record of detected or reported unauthorized disclosures (including breaches) of personal information to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"P12.06 exige la tenue d'un REGISTRE des incidents de confidentialité (dont une copie est transmise sur demande). Cela constitue un sous-ensemble de la tenue d'un registre complet, exact et à jour des atteintes détectées ou déclarées aux RP (P6.3) — obligation distincte de l'avis à la CAI/Commission/personne concernée (déjà mappé à P6.6); preuve : registre des incidents."
P12.06,P6.6,"The entity provides notification of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.",tgv_plus_etroit,"Avis à la Commission (CAI), au Bureau et à la personne concernée si préjudice sérieux, registre des incidents = notification des atteintes (P6.6)."
P13.01,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",tgv_plus_etroit,Cloisonnement des fichiers en environnement multi-clients = séparation logique des données par la sécurité d'accès (CC6.1).
P13.02,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives.",recoupement_partiel,"Cloisonnement des fichiers à finalités distinctes dans un entrepôt = séparation logique (CC6.1), chevauchement partiel avec la limitation de finalité."
P14.01,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,tgv_plus_etroit,"Inventaire complet des RP détenus (lieux, types) = identification et maintien de l'information confidentielle (C1.1)."
P14.02,C1.1,The entity identifies and maintains confidential information to meet the entity’s objectives related to confidentiality.,tgv_plus_etroit,Inventaire à jour des RP recueillis/utilisés incluant la journalisation = maintien de l'inventaire de l'information confidentielle (C1.1).
P14.03,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.",tgv_plus_etroit,Contrôle de l'accès et du transfert des RP selon les politiques = restriction et protection des transferts (CC6.7).
P14.04,P6.1,"The entity discloses personal information to third parties with the explicit consent of data subjects, and such consent is obtained prior to disclosure to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Processus de transfert de RP à des tiers = divulgation contrôlée aux tiers (P6.1).
P14.05,CC7.3,"The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures.",recoupement_partiel,"Capacité d'identifier rapidement les données en cause lors d'un incident = évaluation de la portée des événements de sécurité (CC7.3), chevauchement partiel."
P15.01,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,Politique de conservation et destruction des données personnelles documentée = conservation des RP conforme aux objectifs (P4.2).
P15.01,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"P15.01 documente une politique de CONSERVATION ET DE DESTRUCTION des données personnelles. Le volet destruction croise l'élimination sécurisée des RP (P4.3), tandis que le volet conservation relève de P4.2 (déjà mappé); chevauchement partiel -> intersect; preuve : politique de conservation/destruction approuvée."
P15.02,CC5.2,COSO Principle 11,recoupement_partiel,"Sélection par une personne qualifiée d'outils de gestion des données adaptés = contrôles généraux sur la technologie (CC5.2), chevauchement partiel."
P15.03,P4.2,The entity retains personal information consistent with the entity’s objectives related to privacy.,tgv_plus_etroit,Calendrier de conservation conforme à la politique et aux types de données = conservation des RP conforme aux objectifs (P4.2).
P15.04,CC3.4,COSO Principle 9,tgv_plus_etroit,Révision régulière de la politique de données selon les changements législatifs = évaluation des changements (réglementaires) impactant les contrôles (CC3.4).
P16.01,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Stratégie de traitement des plaintes PRP = processus de réception/traitement/résolution des plaintes (P8.1).
P16.02,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Personnes désignées et formées pour répondre aux plaintes PRP = ressources du processus de traitement des plaintes (P8.1).
P16.03,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",recoupement_partiel,"Authentification adéquate des demandeurs dans le traitement des requêtes = personnes identifiées et authentifiées (P5.1), chevauchement partiel."
P16.04,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Processus de plaintes décrit simplement et accessible publiquement = communication du processus de traitement des plaintes (P8.1).
P16.05,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Registre des plaintes contenant les réponses et tenu à jour = suivi/documentation du traitement des plaintes (P8.1).
P17.01,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Processus de réception/traitement des demandes de désindexation = effacement/limitation de la diffusion (P4.3), chevauchement partiel avec le traitement des demandes."
P17.02,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Vérification des exigences légales empêchant la désindexation = contrôle préalable à l'effacement (P4.3), chevauchement partiel."
P17.03,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Processus de destruction/anonymisation/désindexation des RP = élimination sécurisée/de-identification (P4.3).
P17.04,P5.2,"The entity corrects, amends, or appends personal information based on information provided by data subjects and communicates such information to third parties, as committed or required, to meet the entity’s objectives related to privacy. If a request for correction is denied, data subjects are informed of the denial and reason for such denial to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Protocole d'information de la personne sur l'impossibilité de désindexer = refus motivé communiqué à la personne (P5.2).
