tgv_ref,cible_ref,cible_intitule,relation,justification
P08.03,7.1,"Where processing is based on consent, the controller shall be able to demonstrate that the data subject has consented to processing of his or her personal data.",recoupement_partiel,La consignation d'une confirmation de l'autorisation de la personne lors d'une collecte indirecte recoupe l'obligation de démontrer le consentement (art. 7.1).
P08.04,13.1.c,the purposes of the processing for which the personal data are intended as well as the legal basis for the processing;,recoupement_partiel,Informer l'utilisateur de la collecte automatisée d'informations sur son poste recoupe l'information sur les finalités du traitement (art. 13.1.c).
P08.04,6.1.a,the data subject has given consent to the processing of his or her personal data for one or more specific purposes;,recoupement_partiel,"Obtenir le consentement pour la collecte automatisée d'informations sur l'équipement/usage (témoins, localisation) correspond au consentement comme base de licéité (art. 6.1.a)."
P08.07,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,L'identification et la tracabilite (journalisation) de toute communication entrante/sortante de RP constituent une mesure technique de securite garantissant la tracabilite des flux au sens de l'art. 32.1 (remplace le renvoi errone au registre 30.1.d).
P08.09,13.2.a,"the period for which the personal data will be stored, or if that is not possible, the criteria used to determine that period;",tgv_plus_etroit,"Informer l'utilisateur au moment de la collecte de la durée de conservation des renseignements de santé correspond, pour ce sous-ensemble de données, à l'information sur la durée de conservation de l'art. 13.2.a."
P09.01,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,La gestion des accès par profils selon le moindre privilège constitue une mesure technique de sécurité au sens de l'art. 32.1.
P09.02,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Les mécanismes d'authentification proportionnés à la sensibilité des renseignements constituent une mesure de sécurité de l'art. 32.1.
P09.03,25.2,"The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed. That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility. In particular, such measures shall ensure that by default personal data are not made accessible without the individual's intervention to an indefinite number of natural persons.",recoupement_partiel,Limiter chaque accès au strict besoin de connaître recoupe la limitation de l'accessibilité des données par défaut de l'art. 25.2.
P09.04,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,La journalisation de l'ensemble des accès aux RP est une mesure de sécurité assurant la traçabilité (art. 32.1).
P09.05,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,"Relier chaque RP au type d'accès, aux tâches et aux profils des utilisateurs soutient la traçabilité des accès, mesure de sécurité de l'art. 32.1."
P09.06,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,La journalisation exploitable de tous les accès par des outils de gestion constitue une mesure de sécurité et de surveillance de l'art. 32.1.
P09.07,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Restreindre l'accès aux RP selon des plages horaires est une mesure de contrôle d'accès relevant de la sécurité du traitement (art. 32.1).
P09.08,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Le contrôle renforcé des accès à privilèges élevés est une mesure de sécurité de l'art. 32.1.
P09.09,5.1.d,"accurate and, where necessary, kept up to date; every reasonable step must be taken to ensure that personal data that are inaccurate, having regard to the purposes for which they are processed, are erased or rectified without delay (‘accuracy’);",recoupement_partiel,"La mise à jour contrôlée des RP par des personnes autorisées, avec mention de l'origine, soutient le principe d'exactitude imposant des données à jour (art. 5.1.d)."
P09.10,18.1,The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies:,recoupement_partiel,"Permettre à la personne de demander une restriction d'accès à certains renseignements, envers certains groupes et pour une durée, recoupe le droit à la limitation du traitement (art. 18.1)."
P09.11,18.1,The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies:,recoupement_partiel,Vérifier si le demandeur fait partie des personnes restreintes et si l'on est dans la période de restriction opérationnalise l'application de la limitation du traitement (art. 18.1).
P09.12,15.1,"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information:",recoupement_partiel,"Le refus temporaire d'accès du patient en cas de risque de préjudice grave pour sa santé encadre l'exercice du droit d'accès, susceptible de restriction (art. 15.1)."
P10.01,24.1,"Taking into account the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation. Those measures shall be reviewed and updated where necessary.",recoupement_partiel,Préciser les rôles et responsabilités du personnel en matière de protection des RP fait partie des mesures organisationnelles de l'art. 24.1.
P10.02,5.1.e,"kept in a form which permits identification of data subjects for no longer than is necessary for the purposes for which the personal data are processed; personal data may be stored for longer periods insofar as the personal data will be processed solely for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) subject to implementation of the appropriate technical and organisational measures required by this Regulation in order to safeguard the rights and freedoms of the data subject (‘storage limitation’);",tgv_plus_etroit,Déterminer et justifier la durée de conservation de chaque RP met en œuvre le principe de limitation de la conservation de l'art. 5.1.e.
P10.03,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",tgv_plus_etroit,Disposer de mesures de sécurité appropriées protégeant les RP tout au long de leur cycle de vie correspond à la sécurité du traitement de l'art. 32.1.
P10.04,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,La journalisation de toute activité relative à chaque RP est une mesure de sécurité assurant la traçabilité (art. 32.1).
P10.05,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Protéger adéquatement les RP lors de leur archivage relève des mesures de sécurité de l'art. 32.1.
P10.06,17.1.a,the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed;,tgv_plus_etroit,Détruire les RP lorsque la finalité de leur collecte est accomplie correspond au motif d'effacement « données non nécessaires au regard des finalités » de l'art. 17.1.a.
P10.06,5.1.e,"kept in a form which permits identification of data subjects for no longer than is necessary for the purposes for which the personal data are processed; personal data may be stored for longer periods insofar as the personal data will be processed solely for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) subject to implementation of the appropriate technical and organisational measures required by this Regulation in order to safeguard the rights and freedoms of the data subject (‘storage limitation’);",tgv_plus_etroit,La destruction des RP à l'accomplissement de la finalité met en œuvre le principe de limitation de la conservation de l'art. 5.1.e.
P10.08,17.1,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,recoupement_partiel,La destruction irréversible entraînant la suppression de toutes les copies met en œuvre l'effacement complet exigé par le droit à l'effacement de l'art. 17.1.
P10.09,17.1,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,recoupement_partiel,"Le mécanisme de droit à l'oubli (cessation de diffusion, désindexation) opérationnalise le droit à l'effacement de l'art. 17.1."
P10.09,17.2,"Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data.",recoupement_partiel,La cessation de la diffusion et la désindexation recoupent l'obligation d'informer les responsables de supprimer les liens et copies des données rendues publiques (art. 17.2).
P11.01,6.1,Processing shall be lawful only if and to the extent that at least one of the following applies:,tgv_plus_etroit,"Identifier les dispositions légales légitimant la collecte et l'utilisation, et mettre en place les mesures de respect, correspond à l'exigence d'une base de licéité de l'art. 6.1."
P11.02,5.1.b,"collected for specified, explicit and legitimate purposes and not further processed in a manner that is incompatible with those purposes; further processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes shall, in accordance with Article 89(1), not be considered to be incompatible with the initial purposes (‘purpose limitation’);",tgv_plus_etroit,Destiner chaque RP à un usage déterminé relié aux fonctionnalités met en œuvre la limitation des finalités de l'art. 5.1.b.
P11.03,25.2,"The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed. That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility. In particular, such measures shall ensure that by default personal data are not made accessible without the individual's intervention to an indefinite number of natural persons.",recoupement_partiel,Réduire au minimum les personnes à qui les RP sont divulgués recoupe la limitation de l'accessibilité des données par défaut de l'art. 25.2.
P11.03,5.1.c,"adequate, relevant and limited to what is necessary in relation to the purposes for which they are processed (‘data minimisation’);",recoupement_partiel,Réduire au minimum les RP utilisés met en œuvre la minimisation des données de l'art. 5.1.c.
P11.04,25.2,"The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed. That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility. In particular, such measures shall ensure that by default personal data are not made accessible without the individual's intervention to an indefinite number of natural persons.",recoupement_partiel,N'afficher l'identité des personnes concernées que lorsque c'est nécessaire correspond à la protection des données par défaut limitant les données traitées (art. 25.2).
P11.05,5.1.b,"collected for specified, explicit and legitimate purposes and not further processed in a manner that is incompatible with those purposes; further processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes shall, in accordance with Article 89(1), not be considered to be incompatible with the initial purposes (‘purpose limitation’);",tgv_plus_etroit,N'utiliser chaque RP que pour une finalité autorisée met en œuvre la limitation des finalités de l'art. 5.1.b.
P11.06,5.1.c,"adequate, relevant and limited to what is necessary in relation to the purposes for which they are processed (‘data minimisation’);",tgv_plus_etroit,Ne recueillir que les RP strictement nécessaires met en œuvre la minimisation des données de l'art. 5.1.c.
P11.07,30.1.b,the purposes of the processing;,recoupement_partiel,Maintenir chaque fichier de RP pour une finalité autorisée recoupe la consignation des finalités du traitement au registre des activités (art. 30.1.b).
P11.08,5.1.f,"processed in a manner that ensures appropriate security of the personal data, including protection against unauthorised or unlawful processing and against accidental loss, destruction or damage, using appropriate technical or organisational measures (‘integrity and confidentiality’).",recoupement_partiel,Contrôler l'extraction et la communication des RP par des mesures de confidentialité met en œuvre le principe d'intégrité et de confidentialité de l'art. 5.1.f.
P11.10,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,"Permettre à l'acquéreur de savoir quand et par qui chaque RP a été utilisé relève de la journalisation, mesure de sécurité de l'art. 32.1."
P11.11,15.1,"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information:",recoupement_partiel,Rendre facilement accessibles à la personne tous les renseignements la concernant pour les consulter correspond au droit d'accès de l'art. 15.1.
P11.12,12.2,"The controller shall facilitate the exercise of data subject rights under Articles 15 to 22. In the cases referred to in Article 11(2), the controller shall not refuse to act on the request of the data subject for exercising his or her rights under Articles 15 to 22, unless the controller demonstrates that it is not in a position to identify the data subject.",recoupement_partiel,Disposer de mécanismes pour répondre à toute demande de consultation ou de correction correspond à l'obligation de faciliter l'exercice des droits des personnes (art. 12.2).
P11.13,5.1.d,"accurate and, where necessary, kept up to date; every reasonable step must be taken to ensure that personal data that are inaccurate, having regard to the purposes for which they are processed, are erased or rectified without delay (‘accuracy’);",recoupement_partiel,Propager les RP mis à jour ou ayant fait l'objet d'une rectification met en œuvre le principe d'exactitude imposant la rectification des données inexactes (art. 5.1.d).
P11.14,5.1.b,"collected for specified, explicit and legitimate purposes and not further processed in a manner that is incompatible with those purposes; further processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes shall, in accordance with Article 89(1), not be considered to be incompatible with the initial purposes (‘purpose limitation’);",recoupement_partiel,Interdire l'utilisation secondaire des données hors des cas prévus par la Loi met en œuvre la limitation des finalités interdisant tout traitement ultérieur incompatible (art. 5.1.b).
P11.15,25.2,"The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed. That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility. In particular, such measures shall ensure that by default personal data are not made accessible without the individual's intervention to an indefinite number of natural persons.",recoupement_partiel,N'afficher dans chaque panorama que les RP strictement nécessaires à la tâche correspond à la minimisation par défaut de l'art. 25.2.
P11.16,5.1.d,"accurate and, where necessary, kept up to date; every reasonable step must be taken to ensure that personal data that are inaccurate, having regard to the purposes for which they are processed, are erased or rectified without delay (‘accuracy’);",recoupement_partiel,Informer l'utilisateur de la nécessité de mettre à jour chaque RP soutient le principe d'exactitude imposant des données à jour (art. 5.1.d).
P11.17,5.1.d,"accurate and, where necessary, kept up to date; every reasonable step must be taken to ensure that personal data that are inaccurate, having regard to the purposes for which they are processed, are erased or rectified without delay (‘accuracy’);",recoupement_partiel,Tenir compte des duplicatas et des répliques lors des mises à jour assure l'exactitude de toutes les instances des RP (art. 5.1.d).
P11.18,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Héberger les RP en assurant une protection conforme aux exigences légales relève de la sécurité du traitement de l'art. 32.1.
P11.19,5.1.b,"collected for specified, explicit and legitimate purposes and not further processed in a manner that is incompatible with those purposes; further processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes shall, in accordance with Article 89(1), not be considered to be incompatible with the initial purposes (‘purpose limitation’);",recoupement_partiel,Ne pas utiliser les RP à des fins d'apprentissage ou de développement hors cadre légal met en œuvre la limitation des finalités de l'art. 5.1.b.
P12.01,33.1,"In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.",tgv_plus_large,"La définition d'un incident de confidentialité et la procédure de traitement englobent, au-delà de la notification à l'autorité (art. 33.1), l'ensemble de la gestion de la violation."
P12.02,33.1,"In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.",recoupement_partiel,L'établissement de procédures de notification externe en cas d'incident recoupe l'obligation de notifier la violation à l'autorité de contrôle (art. 33.1).
P12.02,34.1,"When the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.",recoupement_partiel,L'établissement de procédures de notification en cas d'incident recoupe l'obligation de communiquer la violation à la personne concernée (art. 34.1).
P12.03,32.1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",recoupement_partiel,Mettre en place des mesures pour prévenir ou limiter les conséquences d'un incident relève des mesures de sécurité assurant la protection des données (art. 32.1).
P12.04,33.3.d,"describe the measures taken or proposed to be taken by the controller to address the personal data breach, including, where appropriate, measures to mitigate its possible adverse effects.",recoupement_partiel,Prendre des mesures raisonnables pour diminuer les risques de préjudice et éviter la récurrence correspond aux mesures d'atténuation de la violation exigées à l'art. 33.3.d.
