tgv_ref,cible_ref,cible_intitule,relation,justification
S03.02,1.2.1,"As part of their policy on the security of network and information systems referred to in point 1.1., the relevant entities shall lay down responsibilities and authorities for network and information system security and assign them to roles, allocate them according to the relevant entities’ needs, and communicate them to the management bodies.",recoupement_partiel,La désignation d'un responsable attitré de la sécurité des actifs recoupe l'attribution des responsabilités de sécurité aux rôles.
S03.03,1.2.5,"Conflicting duties and conflicting areas of responsibility shall be segregated, where applicable.",equivalent,L'identification des tâches incompatibles et les mesures de limitation correspondent à la ségrégation des tâches et responsabilités conflictuelles.
S03.04,6.2.2.a,carry out an analysis of security requirements at the specification and design phases of any development or acquisition project undertaken by the relevant entities or on behalf of those entities;,recoupement_partiel,La méthode de gestion de projet intégrant la sécurité recoupe l'analyse des exigences de sécurité aux phases de spécification et de conception.
S03.06,6.7.2.d,"determine and apply controls for remote access to network and information systems, including access by service providers;",recoupement_partiel,La politique couvrant les risques de télétravail alimente la définition et l'application de contrôles d'accès à distance.
S04.01,10.1.2.d,"mechanisms for hiring personnel qualified for the respective roles, such as reference checks, vetting procedures, validation of certifications, or written tests.",recoupement_partiel,L'assurance des compétences requises du personnel recoupe les mécanismes d'embauche de personnel qualifié pour les rôles.
S04.02,8.1.2,"For the purpose of point 8.1.1., the relevant entities shall offer to their employees, including members of management bodies, as well as to direct suppliers and service providers where appropriate in accordance with point 5.1.4., an awareness raising programme, which shall:",tgv_plus_etroit,"Le programme de sensibilisation et de formation pour tout le personnel, direction incluse, correspond au programme de sensibilisation exigé."
S04.03,10.1.1,"For the purpose of Article 21(2), point (i) of Directive (EU) 2022/2555, the relevant entities shall ensure that their employees and direct suppliers and service providers, wherever applicable, understand and commit to their security responsibilities, as appropriate for the offered services and the job and in line with the relevant entities’ policy on the security of network and information systems.",tgv_plus_etroit,L'information du personnel et des contractants sur leurs responsabilités correspond à leur engagement à comprendre leurs responsabilités de sécurité.
S04.04,10.4.1,"The relevant entities shall establish, communicate and maintain a disciplinary process for handling violations of network and information system security policies. The process shall take into consideration relevant legal, statutory, contractual and business requirements.",equivalent,Les sanctions approuvées pour non-respect des politiques correspondent au processus disciplinaire de traitement des violations.
S04.05,10.3.1,The relevant entities shall ensure that network and information system security responsibilities and duties that remain valid after termination or change of employment of their employees are contractually defined and enforced.,tgv_plus_etroit,Le rappel des obligations subsistant à la fin d'emploi correspond aux responsabilités de sécurité valides après cessation d'emploi définies contractuellement.
S05.04,12.4.1,"The relevant entities shall develop and maintain a complete, accurate, up-to-date and consistent inventory of their assets. They shall record changes to the entries in the inventory in a traceable manner.",tgv_plus_etroit,L'inventaire de l'application et de ses actifs correspond au maintien d'un inventaire complet et à jour des actifs.
S05.05,12.1.2.b,"associate all assets with a classification level, based on confidentiality, integrity, authenticity and availability requirements, to indicate the protection required according to their sensitivity, criticality, risk and business value;",tgv_plus_etroit,"La classification des actifs en disponibilité, intégrité et confidentialité correspond à l'association des actifs à un niveau de classification fondé sur ces critères."
S05.06,12.5.1,"The relevant entities shall establish, implement and apply procedures which ensure that their assets which are under custody of personnel are deposited, returned or deleted upon termination of employment, and shall document the deposit, return and deletion of those assets. Where the deposit, return or deletion of assets is not possible, the relevant entities shall ensure that the assets can no longer access the relevant entities’ network and information systems in accordance with point 12.2.2.",tgv_plus_etroit,"URN corrigé. La restitution de tous les actifs confiés au terme du contrat correspond au dépôt, retour ou suppression des actifs sous la garde du personnel à la cessation d'emploi."
S05.07,12.3.1,"The relevant entities shall establish, implement and apply a policy on the management of removable storage media and communicate it to their employees and third parties who handle removable storage media at the relevant entities’ premises or other locations where the removable media is connected to the relevant entities’ network and information systems.",tgv_plus_etroit,L'encadrement de l'usage des supports amovibles selon la classification correspond à la politique de gestion des supports amovibles.
S05.08,12.2.2.b,"provide rules on the safe use, safe storage, safe transport, and the irretrievable deletion and destruction of the assets;",tgv_plus_etroit,La procédure de mise au rebut sécurisée des supports correspond aux règles de suppression et destruction irréversibles des actifs.
S06.01,11.1.1,"For the purpose of Article 21(2), point (i) of Directive (EU) 2022/2555, the relevant entities shall establish, document and implement logical and physical access control policies for the access to their network and information systems, based on business requirements as well as network and information system security requirements.",tgv_plus_etroit,La politique de gestion des accès applicable à toutes les personnes correspond à l'établissement de politiques de contrôle d'accès logique et physique.
S06.02,11.2.1,"The relevant entities shall provide, modify, remove and document access rights to network and information systems in accordance with the access control policy referred to in point 11.1.",tgv_plus_etroit,"Les règles de gestion des accès à l'application correspondent à l'octroi, la modification et la révocation documentés des droits d'accès."
S06.03,11.2.2.a,"assign and revoke access rights based on the principles of need-to-know, least privilege and separation of duties;",tgv_plus_etroit,La limitation des accès aux seules composantes autorisées correspond à l'octroi des droits selon le besoin de connaître et le moindre privilège.
S06.04,11.3.2.b,"set up specific accounts to be used for system administration operations exclusively, such as installation, configuration, management or maintenance;",tgv_plus_etroit,La réservation des activités à privilèges élevés à des comptes dédiés correspond aux comptes spécifiques d'administration système.
S06.05,11.6.1,The relevant entities shall implement secure authentication procedures and technologies based on access restrictions and the policy on access control.,recoupement_partiel,La gestion de la robustesse des mots de passe recoupe la mise en œuvre de procédures d'authentification sécurisées.
S06.06,11.7.1,"The relevant entities shall ensure that users are authenticated by multiple authentication factors or continuous authentication mechanisms for accessing the relevant entities’ network and information systems, where appropriate, in accordance with the classification of the asset to be accessed.",equivalent,L'obligation d'utiliser le MFA correspond à l'authentification des utilisateurs par facteurs multiples.
S06.07,11.6.3,"The relevant entities shall to the extent feasible use state-of-the-art authentication methods, in accordance with the associated assessed risk and the classification of the asset to be accessed, and unique authentication information.",recoupement_partiel,L'authentification via protocoles sécurisés modernes et fédérations d'identité recoupe l'utilisation de méthodes d'authentification à l'état de l'art.
S06.08,11.6.2.b,"control the allocation to users and management of secret authentication information by a process that ensures the confidentiality of the information, including advising personnel on appropriate handling of authentication information;",tgv_plus_etroit,La préservation de la confidentialité des mots de passe correspond à la gestion confidentielle des informations d'authentification secrètes.
S06.09,11.6.2.c,"require the change of authentication credentials initially, at predefined intervals and upon suspicion that the credentials were compromised;",recoupement_partiel,La possibilité pour chaque utilisateur de changer son mot de passe recoupe l'exigence de changement des informations d'authentification.
S06.10,6.7.2.i,"establish communication between distinct systems only through trusted channels that are isolated using logical, cryptographic or physical separation from other communication channels and provide assured identification of their end points and protection of the channel data from modification or disclosure;",recoupement_partiel,L'authentification des communications entre composantes recoupe l'établissement de canaux de confiance avec identification assurée des extrémités.
S06.11,11.6.2.b,"control the allocation to users and management of secret authentication information by a process that ensures the confidentiality of the information, including advising personnel on appropriate handling of authentication information;",recoupement_partiel,L'absence de mots de passe dans le code et les scripts recoupe la gestion confidentielle des informations d'authentification.
S06.12,11.2.3,The relevant entities shall review access rights at planned intervals and shall modify them based on organisational changes. The relevant entities shall document the results of the review including the necessary changes of access rights.,recoupement_partiel,Les fonctionnalités facilitant la revue des accès recoupent la révision des droits d'accès à intervalles planifiés.
S06.13,11.2.2.a,"assign and revoke access rights based on the principles of need-to-know, least privilege and separation of duties;",tgv_plus_etroit,La gestion des accès par profils attribuant les seuls accès nécessaires correspond au principe du moindre privilège.
S06.14,11.2.1,"The relevant entities shall provide, modify, remove and document access rights to network and information systems in accordance with the access control policy referred to in point 11.1.",recoupement_partiel,"Les fonctionnalités permettant à l'acquéreur de gérer les accès recoupent l'octroi, la modification et la révocation des droits d'accès."
S06.16,11.6.2.d,require the reset of authentication credentials and the blocking of users after a predefined number of unsuccessful log-in attempts;,tgv_plus_etroit,La désactivation d'un identifiant après cinq échecs correspond au blocage des utilisateurs après un nombre prédéfini de tentatives infructueuses.
S06.18,11.5.2.b,link the identity of users to a single person;,tgv_plus_etroit,L'absence de comptes génériques correspond au lien de l'identité de l'utilisateur à une personne unique.
S06.19,11.6.2.e,terminate inactive sessions after a predefined period of inactivity; and,equivalent,La déconnexion automatique après un délai d'inactivité correspond à la fin des sessions inactives après une période prédéfinie.
S06.20,6.2.2.c,lay down security requirements regarding development environments;,recoupement_partiel,La restriction de l'accès au code source recoupe les exigences de sécurité des environnements de développement.
S06.23,3.2.4,"The logs shall be regularly reviewed for any unusual or unwanted trends. Where appropriate, the relevant entities shall lay down appropriate values for alarm thresholds. If the laid down values for alarm threshold are exceeded, an alarm shall be triggered, where appropriate, automatically. The relevant entities shall ensure that, in case of an alarm, a qualified and appropriate response is initiated in a timely manner.",recoupement_partiel,La détection et l'alerte des attaques par bourrage de justificatifs recoupent la revue des journaux et le déclenchement d'alarmes sur seuils.
S06.25,3.2.3.c,access to systems and applications;,tgv_plus_etroit,La journalisation des accès au PST exposé sur Internet correspond à la journalisation des accès aux systèmes et applications.
S07.01,9.2.a,"in accordance with the relevant entities’ classification of assets, the type, strength and quality of the cryptographic measures required to protect the relevant entities’ assets, including data at rest and data in transit;",tgv_plus_etroit,Le chiffrement des données sensibles au repos et en transit correspond aux mesures cryptographiques protégeant les données au repos et en transit.
S07.02,6.7.2.i,"establish communication between distinct systems only through trusted channels that are isolated using logical, cryptographic or physical separation from other communication channels and provide assured identification of their end points and protection of the channel data from modification or disclosure;",recoupement_partiel,Le chiffrement et l'authentification mutuelle des communications entre composantes recoupent les canaux de confiance isolés cryptographiquement avec identification des extrémités.
S08.01,9.2.c,"the relevant entities’ approach to key management, including, where appropriate, methods for the following:",tgv_plus_etroit,La documentation formelle de la gestion des clés sur tout leur cycle de vie correspond à l'approche de gestion des clés.
S08.02,13.3.1,"For the purpose of Article 21(2)(i) of Directive (EU) 2022/2555, the relevant entities shall prevent and monitor unauthorised physical access, damage and interference to their network and information systems.",tgv_plus_etroit,Le contrôle d'accès et la protection physique des locaux d'hébergement correspondent à la prévention et la surveillance des accès physiques non autorisés.
S08.03,13.3.2.c,"design and implement physical security for offices, rooms and facilities,",tgv_plus_etroit,Le contrôle d'accès des locaux des développeurs et du personnel de soutien correspond à la sécurité physique des bureaux et locaux.
S08.04,13.1.2.f,"ensure continuous effectiveness, monitor, maintain and test the supply of the network and information systems necessary for the operation of the service offered, in particular the electricity, temperature and humidity control, telecommunications and Internet connection.",recoupement_partiel,L'entretien approprié du matériel garantissant disponibilité et intégrité recoupe le maintien et le test des systèmes nécessaires à l'exploitation.
S09.04,6.1.2.d,information describing the implemented cybersecurity functions of the ICT services or ICT products and the configuration required for their secure operation;,recoupement_partiel,Le guide d'installation et d'entretien décrivant la configuration recoupe l'information sur la configuration requise pour une exploitation sécurisée.
S09.05,4.2.2.c,"storing backup copies (online or offline) in a safe location or locations, which are not in the same network as the system, and are at sufficient distance to escape any damage from a disaster at the main site;",tgv_plus_etroit,La sauvegarde à l'abri des rançongiciels correspond au stockage des copies de sauvegarde dans un lieu sûr hors du réseau du système.
S09.06,4.2.1,"The relevant entities shall maintain backup copies of data and provide sufficient available resources, including facilities, network and information systems and staff, to ensure an appropriate level of redundancy.",tgv_plus_etroit,Les stratégies de sauvegarde permettant la récupération des données correspondent au maintien de copies de sauvegarde des données.
S09.07,6.4.1,"The relevant entities shall apply change management procedures to control changes of network and information systems. Where applicable, the procedures shall be consistent with the relevant entities’ general policies concerning change management.",tgv_plus_etroit,Le processus documenté de gestion des changements correspond à l'application de procédures de gestion des changements des SI.
S09.08,6.4.2,"The procedures referred to in point 6.4.1. shall be applied for releases, modifications and emergency changes of any software and hardware in operation and changes to the configuration. The procedures shall ensure that those changes are documented and, based on the risk assessment carried out pursuant to point 2.1, tested and assessed in view of the potential impact before being implemented.",recoupement_partiel,L'identification de chaque changement par un numéro de version recoupe la documentation des modifications logicielles.
S09.09,6.10.1,"The relevant entities shall obtain information about technical vulnerabilities in their network and information systems, evaluate their exposure to such vulnerabilities, and take appropriate measures to manage the vulnerabilities.",tgv_plus_etroit,Le plan de gestion continue des vulnérabilités correspond à l'obtention d'information sur les vulnérabilités et aux mesures pour les gérer.
S09.10,6.6.1.a,security patches are applied within a reasonable time after they become available;,tgv_plus_etroit,L'application dans les meilleurs délais des correctifs de sécurité correspond à l'application des correctifs dans un délai raisonnable.
S09.11,6.1.2.b,"requirements regarding security updates throughout the entire lifetime of the ICT services or ICT products, or replacement after the end of the support period;",recoupement_partiel,La documentation des composantes reposant sur des technologies prises en charge recoupe les exigences de mises à jour de sécurité ou de remplacement en fin de support.
S09.12,6.9.1,The relevant entities shall protect their network and information systems against malicious and unauthorised software.,recoupement_partiel,L'absence de porte dérobée recoupe la protection des SI contre les logiciels malveillants et non autorisés.
S10.01,6.9.2,"For that purpose, the relevant entities shall in particular implement measures that detect or prevent the use of malicious or unauthorised software. The relevant entities shall, where appropriate, ensure that their network and information systems are equipped with detection and response software, which is updated regularly in accordance with the risk assessment carried out pursuant to point 2.1 and the contractual agreements with the providers.",tgv_plus_etroit,La solution antivirus avec EDR sur tous les systèmes correspond aux mesures détectant ou empêchant l'usage de logiciels malveillants.
S10.04,3.2.1,The relevant entities shall lay down procedures and use tools to monitor and log activities on their network and information systems to detect events that could be considered as incidents and respond accordingly to mitigate the impact.,tgv_plus_etroit,La journalisation de toute activité identifiant l'acteur et la nature correspond à la journalisation des activités pour détecter les événements.
S10.04,3.2.3.e,"all privileged access to systems and applications, and activities performed by administrative accounts;",tgv_plus_etroit,La journalisation de l'activité des administrateurs et pilotes correspond à la journalisation des accès à privilèges et des activités des comptes d'administration.
S10.05,3.4.2.d,"put in place a process for log correlation and analysis, and",recoupement_partiel,Le filtrage et l'analyse de l'information journalisée recoupent le processus de corrélation et d'analyse des journaux.
S10.06,3.2.4,"The logs shall be regularly reviewed for any unusual or unwanted trends. Where appropriate, the relevant entities shall lay down appropriate values for alarm thresholds. If the laid down values for alarm threshold are exceeded, an alarm shall be triggered, where appropriate, automatically. The relevant entities shall ensure that, in case of an alarm, a qualified and appropriate response is initiated in a timely manner.",tgv_plus_etroit,Les alertes signalant les comportements anormaux et incidents potentiels correspondent au déclenchement d'alarmes lors du dépassement des seuils.
S10.07,3.2.1,The relevant entities shall lay down procedures and use tools to monitor and log activities on their network and information systems to detect events that could be considered as incidents and respond accordingly to mitigate the impact.,recoupement_partiel,Les systèmes de détection d'intrusion recoupent l'usage d'outils de surveillance pour détecter les événements.
S10.09,3.2.5,The relevant entities shall maintain and back up logs for a predefined period and shall protect them from unauthorised access or changes.,tgv_plus_etroit,La protection de l'information journalisée contre l'altération et la divulgation correspond à la protection des journaux contre les accès et modifications non autorisés.
S11.01,3.2.5,The relevant entities shall maintain and back up logs for a predefined period and shall protect them from unauthorised access or changes.,recoupement_partiel,La conservation de l'information journalisée selon le calendrier légal recoupe le maintien des journaux pour une période prédéfinie.
S11.02,6.7.2.i,"establish communication between distinct systems only through trusted channels that are isolated using logical, cryptographic or physical separation from other communication channels and provide assured identification of their end points and protection of the channel data from modification or disclosure;",tgv_plus_etroit,La protection des communications entre composantes correspond à l'établissement de canaux de confiance isolés protégeant les informations transitées.
S11.03,6.8.1,The relevant entities shall segment systems into networks or zones in accordance with the results of the risk assessment referred to in point 2.1. They shall segment their systems and networks from third parties’ systems and networks.,tgv_plus_etroit,Le cloisonnement de l'environnement d'exécution correspond à la segmentation des systèmes en réseaux ou zones.
S11.05,8.1.3,"The awareness raising programme shall, where appropriate, be tested in terms of effectiveness. The awareness raising programme shall be updated and offered at planned intervals taking into account changes in cyber hygiene practices, and the current threat landscape and risks posed to the relevant entities.",recoupement_partiel,Les campagnes de simulation d'hameçonnage recoupent le test d'efficacité du programme de sensibilisation.
S11.06,6.7.1,The relevant entities shall take the appropriate measures to protect their network and information systems from cyber threats.,recoupement_partiel,L'exigence d'une connectivité sécuritaire recoupe les mesures de protection des SI contre les cybermenaces.
S12.01,8.2.3.b,briefing on known cyber threats;,tgv_plus_etroit,Le plan de formation en cybersécurité sur les menaces numériques correspond au briefing sur les cybermenaces connues.
S12.02,6.2.1,"Before developing a network and information system, including software, the relevant entities shall lay down rules for the secure development of network and information systems and apply them when developing network and information systems in-house, or when outsourcing the development of network and information systems. The rules shall cover all development phases, including specification, design, development, implementation and testing.",tgv_plus_etroit,La prise en compte de la sécurité à chaque étape du développement correspond à l'établissement et l'application de règles de développement sécurisé.
S12.03,6.8.2.h,"separate the production systems for the relevant entities’ services from systems used in development and testing, including backups.",equivalent,"La distinction des environnements de développement, de test et d'exploitation correspond à la séparation des systèmes de production de ceux de développement et de test."
S12.04,6.2.2.b,"apply principles for engineering secure systems and secure coding principles to any information system development activities such as promoting cybersecurity-by-design, zero-trust architectures;",tgv_plus_etroit,Le respect des bonnes pratiques de sécurité en développement correspond à l'application des principes d'ingénierie et de codage sécurisés.
S12.05,6.2.2.b,"apply principles for engineering secure systems and secure coding principles to any information system development activities such as promoting cybersecurity-by-design, zero-trust architectures;",tgv_plus_etroit,Le respect des principes d'ingénierie de la sécurité par les développeurs correspond à l'application des principes d'ingénierie des systèmes sécurisés.
S12.06,6.2.3,"For outsourced development of network and information systems, the relevant entities shall also apply the policies and procedures referred to in points 5 and 6.1.",tgv_plus_etroit,La supervision de tout développement externalisé correspond à l'application des politiques aux développements de SI externalisés.
S12.07,6.2.2.f,sanitise and anonymise testing data according to the risk assessment carried out pursuant to point 2.1.,tgv_plus_etroit,L'évitement d'information confidentielle de production en développement correspond à l'assainissement et l'anonymisation des données de test.
S12.08,6.5.1,"The relevant entities shall establish, implement and apply a policy and procedures for security testing.",recoupement_partiel,La stratégie de tests applicatifs recoupe l'établissement d'une politique et de procédures de tests de sécurité.
S13.01,6.10.2.a,"monitor information about vulnerabilities through appropriate channels, such as announcements of CSIRTs, competent authorities or information provided by suppliers or service providers;",recoupement_partiel,La prise en compte des vulnérabilités des composantes tierces recoupe la surveillance de l'information sur les vulnérabilités via les fournisseurs.
S13.02,5.1.2,"As part of the supply chain security policy referred to in point 5.1.1, the relevant entities shall lay down criteria to select and contract suppliers and service providers. Those criteria shall include the following:",recoupement_partiel,L'évaluation des menaces et risques pour tout recours à un fournisseur tiers recoupe les critères de sélection fondés sur les pratiques de cybersécurité des fournisseurs.
S13.03,5.2.b,"a list of ICT products, ICT services, and ICT processes provided by the direct supplier or service provider to the relevant entities.",tgv_plus_etroit,La liste des fournisseurs précisant la nature de leurs services correspond au registre des produits et services TIC fournis par chaque fournisseur.
S13.04,5.1.4.a,"cybersecurity requirements for the suppliers or service providers, including requirements as regards the security in acquisition of ICT services or ICT products set out in point 6.1.;",tgv_plus_etroit,La liste des exigences de sécurité par fournisseur correspond aux exigences de cybersécurité imposées aux fournisseurs dans les contrats.
S13.05,5.1.6,"The relevant entities shall review the supply chain security policy, and monitor, evaluate and, where necessary, act upon changes in the cybersecurity practices of suppliers and service providers, at planned intervals and when significant changes to operations or risks or significant incidents related to the provision of ICT services or having impact on the security of the ICT products from suppliers and service providers occur.",recoupement_partiel,Les processus de surveillance de la conformité des fournisseurs recoupent la révision de la politique de chaîne d'approvisionnement et le suivi des pratiques des fournisseurs.
S13.06,5.1.4,"Based on the supply chain security policy and taking into account the results of the risk assessment carried out in accordance with point 2.1. of this Annex, the relevant entities shall ensure that their contracts with the suppliers and service providers specify, where appropriate through service level agreements, the following, where appropriate:",tgv_plus_etroit,Les ententes contractuelles avec chaque fournisseur correspondent à l'inclusion d'exigences de cybersécurité dans les contrats avec les fournisseurs.
S14.01,5.1.7.a,"regularly monitor reports on the implementation of the service level agreements, where applicable;",recoupement_partiel,L'évaluation régulière de la performance des fournisseurs recoupe la surveillance des rapports sur la mise en œuvre des accords de niveau de service.
S14.03,3.1.1,"For the purpose of Article 21(2), point (b) of Directive (EU) 2022/2555, the relevant entities shall establish and implement an incident handling policy laying down the roles, responsibilities, and procedures for detecting, analysing, containing or responding to, recovering from, documenting and reporting of incidents in a timely manner.",recoupement_partiel,Le processus de gestion des incidents arrimé avec celui des clients recoupe l'établissement d'une politique de gestion des incidents.
S14.04,3.5.3.b,"for communication among staff members of the relevant entity, and for communication with relevant stakeholders external to the relevant entity.",recoupement_partiel,L'avertissement des clients de tout incident sur les données recoupe les plans de communication avec les parties prenantes externes.
S15.01,3.5.3.b,"for communication among staff members of the relevant entity, and for communication with relevant stakeholders external to the relevant entity.",recoupement_partiel,L'engagement à collaborer avec les clients pour la prise en charge d'un incident recoupe la communication avec les parties prenantes externes lors d'un incident.
S15.03,4.1.1,"For the purpose of Article 21(2), point (c) of Directive (EU) 2022/2555, the relevant entities shall lay down and maintain a business continuity and disaster recovery plan to apply in the case of incidents.",recoupement_partiel,L'arrimage avec les mécanismes de plan de reprise recoupe la tenue d'un plan de continuité et de reprise après sinistre.
S15.04,4.1.1,"For the purpose of Article 21(2), point (c) of Directive (EU) 2022/2555, the relevant entities shall lay down and maintain a business continuity and disaster recovery plan to apply in the case of incidents.",tgv_plus_etroit,Le plan de continuité des activités de maintenance et d'exploitation correspond à la tenue d'un plan de continuité et de reprise après sinistre.
S15.05,4.1.2.f,"recovery plans for specific operations, including recovery objectives;",tgv_plus_etroit,Le plan de recouvrement après sinistre des infrastructures correspond aux plans de reprise d'opérations spécifiques incluant des objectifs de reprise.
S16.01,4.1.4,"The business continuity plan and disaster recovery plan shall be tested, reviewed and, where appropriate, updated at planned intervals and following significant incidents or significant changes to operations or risks. The relevant entities shall ensure that the plans incorporate lessons learnt from such tests.",tgv_plus_etroit,Le test périodique du plan de reprise correspond au test et à la révision du plan de continuité et de reprise à intervalles planifiés.
S16.02,6.5.1,"The relevant entities shall establish, implement and apply a policy and procedures for security testing.",recoupement_partiel,La stratégie de validation de la conformité technique des composantes recoupe la politique et les procédures de tests de sécurité.
S16.03,6.5.2.b,"carry out security tests according to a documented test methodology, covering the components identified as relevant for secure operation in a risk analysis;",tgv_plus_etroit,Le test d'intrusion par un prestataire indépendant correspond à la réalisation de tests de sécurité selon une méthodologie documentée.
