tgv_ref,cible_ref,cible_intitule,relation,justification
IA58,A.6.2.6,AI system operation and monitoring,tgv_plus_etroit,"Le signalement, la journalisation et l'extraction des résultats inadéquats alimentent la surveillance du système en exploitation."
IA59,A.8.2,System documentation and information for users,tgv_plus_etroit,L'affichage des limitations et mises en garde dans les écrans d'utilisation alimente l'information fournie aux utilisateurs.
IA6,A.9.2,Processes for responsible use of AI systems,tgv_plus_etroit,La possibilité de présenter ses observations à un humain apte à réviser la décision relève des processus d'utilisation responsable (supervision humaine).
IA60,A.9.2,Processes for responsible use of AI systems,tgv_plus_etroit,La possibilité affichée de ne pas utiliser le système ou de refuser ses recommandations préserve l'autonomie humaine dans l'utilisation responsable.
IA61,A.9.2,Processes for responsible use of AI systems,tgv_plus_etroit,Le maintien de l'utilisateur en contrôle des résultats et l'intangibilité de ses validations relèvent de la supervision humaine du système.
IA62,A.8.2,System documentation and information for users,tgv_plus_etroit,L'explication à l'écran du fonctionnement du modèle et des données ou paramètres considérés alimente l'information fournie aux utilisateurs.
IA63,A.6.2.5,AI system deployment,tgv_plus_etroit,L'affichage permanent de la version et son changement à chaque mise à jour relèvent du contrôle des versions déployées.
IA64,A.6.2.5,AI system deployment,tgv_plus_etroit,La mention de la version utilisée dans chaque résultat assure la traçabilité des versions déployées en production.
IA65,A.6.2.6,AI system operation and monitoring,tgv_plus_etroit,L'intégration de modalités de contrôle et de surveillance des agents autonomes dans le système relève de la surveillance en exploitation.
IA66,A.6.2.6,AI system operation and monitoring,tgv_plus_etroit,Les points de contrôle automatiques des appels externes et la stratégie de continuité en cas de défaillance relèvent de l'exploitation et de la surveillance du système.
IA7,A.9.2,Processes for responsible use of AI systems,tgv_plus_etroit,La révision humaine des décisions est un mécanisme de supervision humaine exigé par les processus d'utilisation responsable de l'IA.
IA8,A.5.4,Assessing AI system impact on individuals or groups of individuals,recoupement_partiel,Ces essais fournissent des données probantes pour l'évaluation des impacts du système sur les individus et les groupes.
IA8,A.6.2.4,AI system verification and validation,tgv_plus_etroit,Les essais identifiant les différences de comportement selon les groupes sociaux constituent des activités de vérification et validation du système.
IA9,A.6.2.4,AI system verification and validation,tgv_plus_etroit,Les essais d'adéquation à l'utilisation envisagée valident le système par rapport à ses exigences.
P01.01,A.2.3,Alignment with other organizational policies,recoupement_partiel,La politique de protection de la vie privée est une politique organisationnelle avec laquelle la politique IA doit être alignée.
P02.01,A.3.2,AI roles and responsibilities,recoupement_partiel,La désignation d'un responsable PRP chargé de la mise en oeuvre des politiques recoupe la définition des rôles et responsabilités pour un système d'IA traitant des renseignements personnels.
P02.02,7.1,Resources,recoupement_partiel,"L'allocation de ressources humaines, techniques et financières au responsable PRP recoupe la fourniture des ressources nécessaires au management de l'IA."
P02.03,A.3.2,AI roles and responsibilities,recoupement_partiel,L'implication du responsable PRP dans le projet de développement du produit recoupe l'attribution des responsabilités dans les activités du système d'IA.
P03.01,A.6.1.3,Processes for responsible AI system design and development,recoupement_partiel,"Les activités de respect de la vie privée intégrées au projet de développement recoupent les processus de conception et de développement responsables de l'IA, dont la vie privée est une considération explicite."
P03.02,8.2,AI risk assessment,recoupement_partiel,L'identification et l'analyse des risques d'atteinte à la vie privée dès les premières étapes du projet et en continu alimentent l'évaluation des risques du système d'IA.
P03.02,A.5.4,Assessing AI system impact on individuals or groups of individuals,recoupement_partiel,L'analyse des risques d'atteinte à la vie privée menée dès la conception couvre le volet vie privée de l'évaluation des impacts du système d'IA sur les individus.
P04.01,A.5.2,AI system impact assessment process,recoupement_partiel,"Le mécanisme d'évaluation des facteurs relatifs à la vie privée (ÉFVP) recoupe le processus d'évaluation des impacts du système d'IA sur les personnes concernées, intégration explicitement reconnue par ISO 42001."
P04.02,A.5.3,Documentation of AI system impact assessments,recoupement_partiel,L'ÉFVP documentée contenant tous les éléments exigés par la CAI recoupe la documentation des évaluations d'impact du système d'IA.
P05.01,7.3,Awareness,recoupement_partiel,La sensibilisation du personnel à la protection de la vie privée couvre le volet vie privée de la sensibilisation aux implications du système d'IA traitant des RP.
P05.02,A.9.4,Intended use of the AI system,recoupement_partiel,L'information de l'acquéreur et des utilisateurs sur l'usage autorisé du PST et leur rôle documente l'utilisation prévue du système d'IA exigée par A.9.4.
P06.08,A.7.5,Data provenance,recoupement_partiel,"La traçabilité de la provenance des RP, y compris lors de collecte indirecte, fournit la preuve de provenance des données exigée par A.7.5 pour les données du système d'IA."
P07.01,A.10.3,Suppliers,recoupement_partiel,L'assurance que les partenaires respectent les exigences de protection des RP couvre le volet vie privée de la gestion des fournisseurs intervenant dans le système d'IA.
P08.03,A.7.5,Data provenance,recoupement_partiel,La capacité de connaître la provenance des renseignements personnels collectés et utilisés couvre la provenance des données lorsque celles-ci alimentent le système d'IA.
P09.04,A.6.2.8,AI system recording of event logs,tgv_plus_etroit,La journalisation des accès aux renseignements personnels constitue une catégorie des journaux d'événements exigés pour le système d'IA traitant ces données.
P10.01,A.3.2,AI roles and responsibilities,recoupement_partiel,Les rôles et responsabilités du personnel pour la protection des RP tout au long de leur cycle de vie alimentent la définition des rôles du cycle de vie du système d'IA traitant ces données.
P10.04,A.6.2.8,AI system recording of event logs,tgv_plus_etroit,La journalisation de toute activité relative à chaque renseignement personnel tout au long de son cycle de vie constitue une catégorie des journaux d'événements exigés par A.6.2.8 pour le système d'IA traitant ces données.
P11.19,A.7.2,Data for development and enhancement of AI system,recoupement_partiel,L'interdiction d'utiliser des renseignements personnels pour l'apprentissage ou le développement du produit hors cas prévus par la loi encadre directement les données de développement et d'amélioration du système d'IA.
P12.02,A.8.4,Communication of incidents,recoupement_partiel,Les procédures de notification interne et externe des incidents de confidentialité couvrent la communication des incidents aux parties concernées lorsque l'incident implique le système d'IA.
P12.06,A.8.4,Communication of incidents,recoupement_partiel,"Le mécanisme d'avis au Bureau de certification, à la Commission et aux personnes concernées en cas d'incident de confidentialité constitue une preuve de communication d'incidents aux parties intéressées."
P14.02,A.4.3,Data resources,recoupement_partiel,L'inventaire à jour des renseignements personnels recueillis ou utilisés par le produit documente les ressources de données du système d'IA exigées par A.4.3.
P16.01,A.8.3,External reporting,recoupement_partiel,"Le processus formel de traitement des plaintes relatives aux RP fournit aux parties intéressées le canal exigé par A.8.3 pour signaler les impacts négatifs du système d'IA, pour le volet vie privée."
S01.01,8.2,AI risk assessment,recoupement_partiel,L'évaluation des risques de sécurité réalisée à la conception de la SARIA et avant sa mise en production couvre le volet sécurité de l'évaluation initiale des risques du système d'IA.
S01.02,8.2,AI risk assessment,recoupement_partiel,Les évaluations périodiques des risques et vulnérabilités de l'application recoupent l'exigence d'évaluation des risques IA menée à intervalles planifiés.
S01.03,8.2,AI risk assessment,recoupement_partiel,La réévaluation des risques approuvée par la direction et refaite à chaque changement majeur recoupe l'exigence d'évaluation des risques IA lors de changements significatifs.
S02.01,A.2.3,Alignment with other organizational policies,recoupement_partiel,"Les politiques de sécurité (objectifs, principes, rôles, dérogations) font partie des politiques organisationnelles avec lesquelles la politique IA doit s'aligner."
S03.01,A.3.2,AI roles and responsibilities,recoupement_partiel,Les responsabilités de sécurité définies dans l'organisation couvrent le volet sécurité des rôles et responsabilités liés aux systèmes d'IA exigés par A.3.2.
S03.02,A.3.2,AI roles and responsibilities,recoupement_partiel,La désignation d'un responsable attitré de la sécurité de l'application recoupe l'attribution des rôles et responsabilités pour les activités du système d'IA.
S03.04,6.1,Actions to address risks and opportunities,recoupement_partiel,La méthode de gestion de projet intégrant l'identification et le traitement des risques contribue à la planification des actions face aux risques lorsque le projet porte sur un système d'IA.
S04.01,7.2,Competence,recoupement_partiel,La démonstration des compétences du personnel en lien avec ses fonctions couvre partiellement l'exigence de compétence 7.2 pour le personnel intervenant sur le système d'IA.
S04.02,7.3,Awareness,recoupement_partiel,Le programme de sensibilisation à la sécurité pour tout le personnel couvre le volet sécurité de la sensibilisation exigée par 7.3 pour les implications des systèmes d'IA.
S05.04,A.4.2,Resource documentation,recoupement_partiel,"L'inventaire de l'application et des actifs permettant son exploitation, avec responsables attitrés, alimente la documentation des ressources du système d'IA exigée par A.4.2."
S09.03,A.8.2,System documentation and information for users,recoupement_partiel,Le guide d'utilisation fourni aux utilisateurs constitue une partie de la documentation systeme et de l'information aux utilisateurs exigées par A.8.2 pour le système d'IA.
S09.04,A.8.2,System documentation and information for users,recoupement_partiel,"Le guide d'installation et d'entretien (environnement, configuration, accès, surveillance, sauvegardes) fournit une partie de la documentation système exigée par A.8.2 lorsque l'application est un système d'IA."
S09.07,A.6.2.5,AI system deployment,recoupement_partiel,Le processus documenté de gestion des changements de l'application assure le déploiement maîtrisé exigé par A.6.2.5 lorsque l'application est un système d'IA.
S09.08,A.6.2.5,AI system deployment,recoupement_partiel,La gestion des versions identifiant chaque changement contribue au contrôle des mises en production du système d'IA exigé par A.6.2.5.
S10.04,A.6.2.8,AI system recording of event logs,recoupement_partiel,"La journalisation de toute activité de l'application (acteur, moment, nature, circonstances) fournit l'enregistrement des journaux d'événements en exploitation exigé par A.6.2.8, sans couvrir la détermination des phases du cycle de vie où la journalisation doit être activée."
S10.06,A.6.2.6,AI system operation and monitoring,recoupement_partiel,Les fonctionnalités d'alerte sur comportements anormaux et incidents potentiels alimentent la surveillance de l'exploitation du système d'IA exigée par A.6.2.6.
S12.01,7.3,Awareness,recoupement_partiel,Le plan de formation continue en cybersécurité des intervenants de l'écosystème du PST entretient la sensibilisation aux implications de sécurité exigée par 7.3 pour le personnel intervenant sur le système d'IA.
S12.02,A.6.1.3,Processes for responsible AI system design and development,recoupement_partiel,La prise en compte de la sécurité à chaque étape du développement est une composante du processus de conception et développement responsables exigé pour le système d'IA.
S12.06,A.10.3,Suppliers,recoupement_partiel,La supervision de tout développement réalisé à l'externe couvre la maîtrise des fournisseurs participant au développement du système d'IA.
S12.07,A.7.2,Data for development and enhancement of AI system,recoupement_partiel,L'interdiction d'utiliser de l'information confidentielle de production en développement encadre les données utilisées pour le développement et l'amélioration du système d'IA.
S12.08,A.6.2.4,AI system verification and validation,recoupement_partiel,La stratégie de tests applicatifs fournit une partie des preuves de vérification et validation du système d'IA par rapport à ses exigences.
S13.02,A.10.3,Suppliers,recoupement_partiel,"L'évaluation des menaces, des risques et des facteurs vie privée pour tout recours à un fournisseur tiers alimente l'évaluation des fournisseurs impliqués dans le cycle de vie du système d'IA."
S13.03,A.10.3,Suppliers,recoupement_partiel,"La liste des fournisseurs participant au développement, à l'exploitation et à l'entretien de l'application, avec la nature des services, identifie les fournisseurs du système d'IA à gérer selon A.10.3."
S13.04,A.10.3,Suppliers,recoupement_partiel,"Les exigences définies par fournisseur (sécurité, accès, niveaux de service, incidents) constituent les exigences imposées aux fournisseurs du système d'IA exigées par A.10.3."
S13.05,A.10.3,Suppliers,recoupement_partiel,Les processus de surveillance de la conformité des fournisseurs à leurs exigences couvrent le suivi des fournisseurs impliqués dans le système d'IA.
S13.06,A.10.3,Suppliers,recoupement_partiel,Les ententes contractuelles avec chaque fournisseur fournissent la preuve contractuelle de la gestion des fournisseurs du système d'IA exigée par A.10.3.
S14.01,A.10.3,Suppliers,recoupement_partiel,L'évaluation régulière de la performance des fournisseurs alimente le suivi continu des fournisseurs intervenant dans le système d'IA.
S14.03,A.8.4,Communication of incidents,recoupement_partiel,Le processus de gestion des incidents arrimé avec celui des clients opérationnalise la communication des incidents du système d'IA aux parties intéressées exigée par A.8.4.
S14.04,A.8.4,Communication of incidents,recoupement_partiel,Le processus établi d'avertissement des clients de tout incident portant sur les données couvre la communication des incidents du système d'IA aux parties concernées.
