tgv_ref,cible_ref,cible_intitule,relation,justification
S04.01,HR-01,Verification of qualification and trustworthiness,tgv_plus_etroit,La vérification des compétences du personnel est un sous-ensemble de la vérification de qualification et d'intégrité exigée par HR-01.
S04.02,HR-03,Security training and awareness programme,equivalent,Le programme de sensibilisation et de formation à la sécurité pour tout le personnel correspond directement au programme de sécurité d'HR-03.
S04.03,HR-02,Employment terms and conditions,recoupement_partiel,L'information du personnel et des contractants sur leurs responsabilités et procédures recoupe les obligations de conformité imposées par les conditions d'emploi d'HR-02.
S04.04,HR-04,Disciplinary measures,equivalent,Les sanctions approuvées pour non-respect des politiques correspondent aux mesures disciplinaires d'HR-04.
S04.05,HR-05,Responsibilities in the event of termination or change of employment,equivalent,Le rappel des obligations subsistant à la fin de la relation d'emploi correspond aux responsabilités en cas de cessation ou changement d'emploi d'HR-05.
S05.01,AM-02,Acceptable Use and Safe Handling of Assets Policy,recoupement_partiel,Les conditions d'utilisation de l'application et de ses actifs d'exploitation recoupent la politique d'usage acceptable et de manipulation sure des actifs d'AM-02.
S05.04,AM-01,Asset Inventory,tgv_plus_etroit,L'inventaire de l'application et de ses actifs avec responsable attitré est un sous-ensemble de l'inventaire des actifs d'AM-01.
S05.05,AM-06,Asset Classification and Labelling,tgv_plus_etroit,"La classification des actifs selon disponibilité, intégrité et confidentialité est un sous-ensemble de la classification et de l'étiquetage des actifs d'AM-06."
S05.06,AM-05,"Commitment to Permissible Use, Safe Handling and Return of Assets",tgv_plus_etroit,La restitution de tous les actifs en fin de contrat est un sous-ensemble de l'engagement de retour des actifs d'AM-05.
S05.07,AM-02,Acceptable Use and Safe Handling of Assets Policy,tgv_plus_etroit,L'encadrement des supports amovibles selon la classification de l'information est un sous-ensemble de la manipulation sure des actifs d'AM-02.
S05.08,AM-04,Decommissioning of Hardware,tgv_plus_etroit,La procédure de mise au rebut sécurisée des supports d'information est un sous-ensemble de l'effacement sécurisé lors du déclassement du matériel d'AM-04.
S06.01,IDM-01,Policy for user accounts and access rights,recoupement_partiel,La politique organisationnelle de gestion des accès recoupe le concept de rôles/droits et la politique de gestion des comptes et droits d'IDM-01.
S06.02,PSS-08,Roles and Rights Concept,recoupement_partiel,Les règles de gestion des accès propres à l'application recoupent le concept de rôles et droits offert par le service de PSS-08.
S06.03,PSS-09,Authorisation Mechanisms,recoupement_partiel,Les mécanismes limitant chaque accès aux seules composantes et informations autorisées correspondent aux mécanismes d'autorisation de PSS-09.
S06.04,IDM-06,Privileged access rights,recoupement_partiel,Le confinement des activités à privilèges élevés à des comptes dédiés avec contrôle d'octroi recoupe la gestion des droits d'accès à privilèges d'IDM-06.
S06.05,PSS-07,Confidentiality of Authentication Information,tgv_plus_etroit,La gestion du niveau de complexité des mots de passe est un sous-ensemble des exigences de confidentialité des informations d'authentification par mot de passe de PSS-07.
S06.06,PSS-05,Authentication Mechanisms,tgv_plus_etroit,L'obligation d'utiliser le MFA est un sous-ensemble des mécanismes d'authentification forte à plusieurs facteurs fournis par PSS-05.
S06.07,PSS-05,Authentication Mechanisms,tgv_plus_etroit,Le support de protocoles sécurisés modernes et de fédérations d'identité (SAML/OpenID) est un sous-ensemble des mécanismes d'authentification à l'état de l'art de PSS-05.
S06.08,PSS-07,Confidentiality of Authentication Information,tgv_plus_etroit,La préservation de la confidentialité et le non-stockage des mots de passe en mode integre relèvent de la confidentialité des informations d'authentification de PSS-07.
S06.09,PSS-07,Confidentiality of Authentication Information,tgv_plus_etroit,La possibilité pour chaque utilisateur de changer son mot de passe est un sous-ensemble des procédures de gestion des mots de passe de PSS-07.
S06.10,IDM-09,Authentication mechanisms,recoupement_partiel,L'authentification mutuelle entre composantes de l'application recoupe l'authentification des composants système impliqués dans les processus automatisés d'IDM-09.
S06.11,IDM-08,Confidentiality of authentication information,recoupement_partiel,L'absence de mots de passe en clair dans le code source et les scripts recoupe la gestion confidentielle de l'attribution des informations d'authentification d'IDM-08.
S06.12,PSS-08,Roles and Rights Concept,recoupement_partiel,Les fonctionnalités facilitant la revue des accès recoupent le concept de rôles/droits permettant au client de gérer les accès de PSS-08.
S06.13,PSS-08,Roles and Rights Concept,recoupement_partiel,La gestion par profils basés sur les fonctionnalités appliquant le moindre privilège correspond aux profils de droits par fonction de PSS-08.
S06.14,PSS-08,Roles and Rights Concept,recoupement_partiel,La capacité de l'acquéreur à gérer aisément les accès via l'application correspond au concept de rôles/droits permettant aux clients de gérer les accès de PSS-08.
S06.15,PSS-06,Session Management,tgv_plus_etroit,La fonction permettant à l'utilisateur de se déconnecter facilement est un sous-ensemble de la gestion de session de PSS-06.
S06.16,PSS-05,Authentication Mechanisms,tgv_plus_etroit,"Le verrouillage automatique de l'identifiant utilisateur après cinq échecs de connexion est un sous-ensemble des mécanismes d'authentification proteges contre les attaques connues (force brute/devinement de justificatifs) fournis par PSS-05, sur la couche produit destinée aux utilisateurs finaux."
S06.17,PSS-05,Authentication Mechanisms,tgv_plus_etroit,Le message d'erreur générique anti-énumération est un sous-ensemble des protections contre les attaques connues des mécanismes d'authentification de PSS-05.
S06.18,IDM-01,Policy for user accounts and access rights,recoupement_partiel,L'interdiction de comptes génériques assurant la responsabilité individuelle recoupe le concept de comptes nominatifs de la politique de gestion des comptes d'IDM-01.
S06.19,PSS-06,Session Management,tgv_plus_etroit,La déconnexion automatique d'une session après délai d'inactivité est un sous-ensemble de la gestion de session de PSS-06.
S06.20,DEV-07,Logging of changes,recoupement_partiel,La restriction de l'accès au code source recoupe le concept de rôles/droits et l'accès authentifié aux outils de gestion du code de DEV-07.
S06.21,PSS-05,Authentication Mechanisms,tgv_plus_etroit,Le test CAPTCHA protégeant l'authentification contre l'automatisation est un sous-ensemble des protections contre les attaques connues de PSS-05.
S06.22,PSS-04,Error handling and Logging Mechanisms,recoupement_partiel,La notification au titulaire de toute connexion ou modification de profil recoupe les mécanismes fournissant aux utilisateurs des informations liées à la sécurité de PSS-04.
S06.23,COS-01,Technical safeguards,tgv_plus_etroit,La détection et mitigation du bourrage de justificatifs et des attaques par dictionnaire est un sous-ensemble des mesures techniques de détection et réponse aux attaques réseau de COS-01.
S06.25,OPS-15,Logging and Monitoring - Accountability,tgv_plus_etroit,La journalisation des accès au PST exposés sur Internet est un sous-ensemble de la journalisation d'imputabilité des accès utilisateurs d'OPS-15.
S07.01,CRY-02,Encryption of data for transmission (transport encryption),recoupement_partiel,"Le chiffrement des communications de données sensibles recoupe le chiffrement en transport de CRY-02, qui exige en plus l'authentification sur réseaux publics."
S07.01,CRY-03,Encryption of sensitive data for storage,recoupement_partiel,"Le chiffrement à l'entreposage des données sensibles recoupe le chiffrement au stockage de CRY-03, qui exige en plus des clés détenues par le client."
S07.02,CRY-02,Encryption of data for transmission (transport encryption),recoupement_partiel,Le chiffrement et l'authentification de part et d'autre des communications inter-composantes recoupent le chiffrement et l'authentification de transmission de CRY-02.
S08.01,CRY-04,Secure key management,tgv_plus_etroit,La documentation formelle de la gestion des clés sur tout leur cycle de vie est un sous-ensemble des procédures de gestion sécurisée des clés de CRY-04.
S08.02,PS-01,Physical Security and Environmental Control Requirements,recoupement_partiel,Les mesures de protection physique appropriées des locaux d'hébergement recoupent les exigences de sécurité physique et environnementale de PS-01.
S08.02,PS-04,Physical site access control,recoupement_partiel,Le contrôle d'accès aux locaux hébergeant les composantes recoupe le contrôle d'accès physique aux sites de PS-04.
S09.01,AM-02,Acceptable Use and Safe Handling of Assets Policy,tgv_plus_etroit,La politique du bureau propre et de l'écran vide est un sous-ensemble de la manipulation sure des actifs et informations d'AM-02.
S09.02,SP-01,"Documentation, communication and provision of policies and instructions",tgv_plus_etroit,La documentation des procédures d'exploitation et leur communication aux personnes concernées sont un sous-ensemble de la documentation et diffusion des instructions de SP-01.
S09.03,PSS-01,Guidelines and Recommendations for Cloud Customers,recoupement_partiel,Le guide d'utilisation fourni aux utilisateurs recoupe les recommandations d'utilisation sure du service fournies aux clients de PSS-01.
S09.04,PSS-01,Guidelines and Recommendations for Cloud Customers,recoupement_partiel,"Le guide d'installation et d'entretien couvrant la configuration sécurisée, la gestion des accès et les sauvegardes correspond aux recommandations de configuration et installation sures de PSS-01."
S09.05,OPS-06,Data Protection and Recovery - Concept,recoupement_partiel,Le système de sauvegarde de l'infrastructure et des données recoupe le concept de sauvegarde et récupération d'OPS-06.
S09.05,OPS-09,Data Backup and Recovery - Storage,tgv_plus_etroit,La résilience aux rançongiciels par sauvegardes isolées/protégées est un sous-ensemble du stockage distant et protégé des sauvegardes d'OPS-09.
S09.06,OPS-06,Data Protection and Recovery - Concept,recoupement_partiel,Les stratégies de sauvegarde permettant une récupération complète ou partielle des données et métadonnées recoupent le concept de sauvegarde et récupération d'OPS-06.
S09.07,DEV-03,Policies for changes to information systems,recoupement_partiel,Le processus documenté de gestion des changements de l'application recoupe les politiques de gestion des changements des systèmes de DEV-03.
S09.08,DEV-08,Version Control,recoupement_partiel,La numérotation de version identifiant chaque changement recoupe le contrôle de version permettant de tracer les changements de DEV-08.
S09.09,OPS-18,"Managing Vulnerabilities, Malfunctions and Errors - Concept",recoupement_partiel,Le plan de gestion continue des vulnérabilités de l'application recoupe le concept de gestion des vulnérabilités d'OPS-18.
S09.10,OPS-18,"Managing Vulnerabilities, Malfunctions and Errors - Concept",tgv_plus_etroit,L'application diligente des correctifs de sécurité est un sous-ensemble des mesures de traitement rapide des vulnérabilités d'OPS-18.
S09.11,OPS-18,"Managing Vulnerabilities, Malfunctions and Errors - Concept",recoupement_partiel,La documentation des composantes reposant sur des technologies récentes supportées recoupe la gestion des vulnérabilités visant à éviter les composants non supportés d'OPS-18.
S09.12,PSS-02,Identification of Vulnerabilities of the Cloud Service,recoupement_partiel,L'absence de porte dérobée recoupe l'identification des vulnérabilités introduites lors du processus de développement du service de PSS-02.
S10.01,OPS-05,Protection Against Malware - Implementation,tgv_plus_etroit,Le déploiement d'un antivirus récent avec fonction EDR sur tous les systèmes est un sous-ensemble de la mise en oeuvre de la protection contre les maliciels d'OPS-05.
S10.02,OPS-05,Protection Against Malware - Implementation,tgv_plus_etroit,Les mécanismes de gestion des exceptions et d'alertes de la solution antimaliciel sont un sous-ensemble de la mise en oeuvre de la protection contre les maliciels d'OPS-05.
S10.04,OPS-10,Logging and Monitoring - Concept,tgv_plus_etroit,La capacité de journaliser toute activité effectuée avec l'application est un sous-ensemble du concept de journalisation et de surveillance des événements d'OPS-10.
S10.04,OPS-15,Logging and Monitoring - Accountability,recoupement_partiel,"La journalisation identifiant l'acteur, le moment et la nature de chaque activité recoupe la journalisation d'imputabilité permettant l'identification univoque des accès d'OPS-15."
S10.05,OPS-13,Logging and Monitoring - Identification of Events,recoupement_partiel,"Les fonctions de filtrage, analyse et extraction en format standard des journaux recoupent la surveillance et l'analyse automatisées des données de journalisation d'OPS-13."
S10.06,OPS-13,Logging and Monitoring - Identification of Events,recoupement_partiel,Les fonctionnalités d'alerte signalant comportements anormaux et incidents potentiels recoupent l'identification automatisée des événements et corrélations d'OPS-13.
S10.07,COS-01,Technical safeguards,recoupement_partiel,Les systèmes de détection d'intrusion recoupent les mesures techniques de détection et réponse aux attaques réseau de COS-01.
S10.08,PSS-08,Roles and Rights Concept,tgv_plus_etroit,Le rôle de type auditeur permettant la consultation des rapports d'audit est un sous-ensemble du concept de rôles et droits de PSS-08.
S10.09,OPS-12,"Logging and Monitoring - Access, Storage and Deletion",tgv_plus_etroit,La protection des journaux contre la divulgation aux personnes non autorisées est un sous-ensemble de la restriction d'accès aux seuls utilisateurs autorisés d'OPS-12.
S10.09,OPS-14,Logging and Monitoring - Storage of the Logging Data,recoupement_partiel,La protection des journaux contre l'altération recoupe la conservation des données de journalisation sous forme inaltérable d'OPS-14.
S11.01,OPS-14,Logging and Monitoring - Storage of the Logging Data,tgv_plus_etroit,La conservation des journaux selon un calendrier légal est un sous-ensemble des exigences de rétention et suppression des données de journalisation d'OPS-14.
S11.02,COS-08,Policies for data transmission,recoupement_partiel,La protection de toutes les communications incluant le soutien à distance recoupe les politiques et mesures de protection de la transmission de données de COS-08.
S11.03,COS-03,Monitoring of connections in the Cloud Service Provider's network,recoupement_partiel,"Le cloisonnement de l'environnement d'exécution en zones (accès public, zone serveur) recoupe la séparation en zones de sécurité de COS-03."
S11.04,COS-08,Policies for data transmission,tgv_plus_etroit,La protection de l'information confidentielle transitant par courrier électronique est un sous-ensemble des politiques de protection de la transmission de COS-08.
S11.05,HR-03,Security training and awareness programme,tgv_plus_etroit,Les campagnes continues de simulation d'hameçonnage sont un sous-ensemble du programme de sensibilisation et de formation à la sécurité d'HR-03.
S11.06,COS-02,Security requirements for connections in the Cloud Service Provider's network,recoupement_partiel,L'exigence d'une connectivité sécurisée recoupe les exigences de sécurité applicables aux connexions dans le réseau de COS-02.
S12.01,HR-03,Security training and awareness programme,tgv_plus_etroit,"Le plan de formation en cybersécurité (menaces mobiles, hameçonnage, rançongiciels, ingénierie sociale) est un sous-ensemble du programme de sensibilisation d'HR-03."
S12.02,DEV-01,Policies for the development/procurement of information systems,recoupement_partiel,La prise en compte de la sécurité à chaque étape du développement recoupe les directives de développement sécurisé couvrant tout le cycle de vie de DEV-01.
S12.03,DEV-10,Separation of environments,recoupement_partiel,"La distinction des environnements de développement, test et exploitation recoupe la séparation des environnements de DEV-10."
S12.04,DEV-01,Policies for the development/procurement of information systems,tgv_plus_etroit,Le respect des bonnes pratiques de sécurité de l'industrie dans le développement est un sous-ensemble des directives de développement sécurisé de DEV-01.
S12.05,DEV-01,Policies for the development/procurement of information systems,tgv_plus_etroit,Le respect des principes d'ingénierie de la sécurité des systèmes par les développeurs est un sous-ensemble des directives de développement sécurisé de DEV-01.
S12.06,DEV-02,Outsourcing of the development,recoupement_partiel,La supervision de tout développement réalisé à l'externe recoupe les exigences contractuelles d'externalisation du développement de DEV-02.
S12.07,DEV-10,Separation of environments,tgv_plus_etroit,L'interdiction d'utiliser de l'information confidentielle de production en développement est un sous-ensemble de la séparation des environnements de DEV-10.
S12.08,DEV-06,Testing changes,recoupement_partiel,La stratégie de tests applicatifs recoupe les tests des changements lors du développement et du déploiement de DEV-06.
S13.01,OPS-18,"Managing Vulnerabilities, Malfunctions and Errors - Concept",recoupement_partiel,La prise en compte des vulnérabilités des composantes tierces et leurs mises à jour recoupe la gestion des vulnérabilités des composants d'OPS-18.
S13.02,SSO-02,Risk assessment of service providers and suppliers,recoupement_partiel,L'évaluation des menaces et des risques préalable au recours à un fournisseur tiers recoupe l'évaluation des risques des fournisseurs de SSO-02.
S13.03,SSO-03,Directory of service providers and suppliers,tgv_plus_etroit,La liste des fournisseurs précisant la nature des services fournis est un sous-ensemble du répertoire des fournisseurs de SSO-03.
S13.04,SSO-01,Policies and instructions for controlling and monitoring third parties,recoupement_partiel,"La liste des exigences par fournisseur (sécurité, accès, niveau de service, incidents) recoupe les politiques de contrôle et de surveillance des tiers de SSO-01."
S13.05,SSO-04,Monitoring of compliance with requirements,recoupement_partiel,Les processus de surveillance de la conformité des fournisseurs à leurs exigences recoupent la surveillance de la conformité aux exigences de SSO-04.
S13.06,SSO-01,Policies and instructions for controlling and monitoring third parties,tgv_plus_etroit,Les ententes contractuelles avec chaque fournisseur sont un sous-ensemble des politiques de contrôle contractuel des tiers de SSO-01.
S14.01,SSO-04,Monitoring of compliance with requirements,recoupement_partiel,L'évaluation régulière de la performance des fournisseurs recoupe la surveillance de la conformité des tiers de SSO-04.
S14.02,PSS-12,Locations of Data Processing and Storage,recoupement_partiel,La conformité de la localisation du PST recoupe la maîtrise des lieux de traitement et de stockage des données de PSS-12.
S14.03,OPS-21,Involvement of Cloud customers in the event of incidents,tgv_plus_etroit,L'arrimage du processus d'incident avec celui des clients est un sous-ensemble de l'implication des clients lors des incidents d'OPS-21.
S14.03,SIM-01,Policy for security incident management,recoupement_partiel,Le processus de gestion des incidents recoupe la politique de gestion des incidents de sécurité de SIM-01.
S14.04,SIM-03,Documentation and reporting of security incidents,recoupement_partiel,L'avertissement des clients de tout incident sur les données dans les meilleurs délais recoupe la documentation et le signalement des incidents aux clients affectes de SIM-03.
S15.01,OPS-21,Involvement of Cloud customers in the event of incidents,recoupement_partiel,L'engagement à collaborer avec les clients pour la prise en charge d'un incident recoupe l'implication des clients dans la résolution des incidents d'OPS-21.
S15.02,OPS-10,Logging and Monitoring - Concept,recoupement_partiel,La surveillance de la solution alignée sur la classification et les normes d'hébergement recoupe le concept de journalisation et de surveillance d'OPS-10.
S15.03,BCM-03,Planning business continuity,recoupement_partiel,L'arrimage aux mécanismes de plan de reprise gouvernementaux recoupe la planification de la continuité d'activité de BCM-03.
S15.04,BCM-03,Planning business continuity,recoupement_partiel,Le plan de continuité des activités de maintenance et d'exploitation correspond à la planification de la continuité d'activité de BCM-03.
S15.05,BCM-03,Planning business continuity,recoupement_partiel,Le plan de recouvrement après sinistre des infrastructures d'exploitation recoupe la planification de continuité et de contingence de BCM-03.
S16.01,BCM-04,"Verification, updating and testing of the business continuity",recoupement_partiel,"Le test périodique du plan de reprise pour vérifier son efficacité recoupe la vérification, la mise à jour et le test réguliers de la continuité de BCM-04."
S16.02,OPS-23,"Managing Vulnerabilities, Malfunctions and Errors - System Hardening",recoupement_partiel,La stratégie de validation de la conformité technique des composantes recoupe le durcissement des composants selon des standards reconnus d'OPS-23.
S16.03,OPS-19,"Managing Vulnerabilities, Malfunctions and Errors - Penetration Tests",recoupement_partiel,Le test d'intrusion administré par un prestataire indépendant reconnu recoupe les tests de pénétration par personnel qualifié interne ou externe d'OPS-19.
S16.04,COM-01,"Identification of applicable legal, regulatory, self-imposed or contractual requirements",tgv_plus_etroit,La garantie des droits de propriété intellectuelle du code ou l'explicitation des limitations de licence est un sous-ensemble de l'identification des exigences légales et contractuelles de COM-01.
