tgv_ref,cible_ref,cible_intitule,relation,justification
P09.11,A.3.8-10,"Identite, acces et controles fournisseurs",tgv_plus_etroit,P09.11 vérifié à l'accès si le demandeur est visé par une restriction en vigueur = application opérationnelle du contrôle d'accès aux RP (A.3.8-10).
P09.12,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P09.12 permet de refuser temporairement l'accès du patient à ses RP avec motifs documentés = traitement et limitation encadrée du droit d'accès (A.1.3.5-10).
P10.01,A.3.3-4,Politique de vie privee et roles,tgv_plus_etroit,P10.01 précise les rôles/responsabilités du personnel pour la PRP tout au long du cycle de vie = attribution des rôles et responsabilités (A.3.3-4).
P10.02,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P10.02 détermine et justifie la durée de conservation de chaque RP = définition des durées de conservation de A.1.4.6-10.
P10.03,A.3.23-31,"Controles techniques (authentification, chiffrement, developpement)",tgv_plus_etroit,P10.03 met en place des mesures de sécurité protégeant les RP tout au long du cycle de vie = contrôles techniques de protection des RP (A.3.23-31).
P10.04,A.3.23-31,"Controles techniques (authentification, chiffrement, developpement)",tgv_plus_etroit,"P10.04 journalise toute activité sur chaque RP durant son cycle de vie = journalisation, mesure technique de A.3.23-31."
P10.05,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P10.05 protège adéquatement les RP lors de leur archivage = conservation sécurisée au cours du cycle de vie (A.1.4.6-10).
P10.06,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P10.06 détruit les RP lorsque la finalité de leur collecte est accomplie = élimination en fin de traitement (A.1.4.6-10).
P10.07,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P10.07 anonymise les RP à des fins légitimes sous conditions/délai légaux = dépersonnalisation en fin de traitement (A.1.4.6-10).
P10.08,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P10.08 rend la destruction irréversible et étendue à toutes les copies = élimination sécurisée des RP (A.1.4.6-10).
P10.09,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P10.09 respecte le droit à la cessation de diffusion/réindexation/désindexation (droit à l'oubli) = droit d'effacement/désindexation des personnes (A.1.3.5-10).
P10.10,A.1.5.2-5,Transfert et divulgation des RP,tgv_plus_etroit,P10.10 applique les règles de communication des RP facilitant le processus de deuil (proches d'une personne décédée) = encadrement des divulgations (A.1.5.2-5).
P11.01,A.1.2.2-5,Base legale et consentement,tgv_plus_etroit,P11.01 identifie les dispositions légales légitimant collecte/usage et en assure le respect = établissement de la base légale du traitement (A.1.2.2-5).
P11.02,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,"P11.02 destine chaque RP à un usage déterminé relié aux fonctionnalités = spécification et limitation des finalités, principe couvert par A.1.4.2-5."
P11.03,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.03 réduit au minimum les RP utilisés et le nombre de destinataires = minimisation des données (A.1.4.2-5).
P11.04,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.04 n'affiche l'identité des personnes concernées que lorsque nécessaire = minimisation/limitation de l'exposition des données (A.1.4.2-5).
P11.05,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.05 n'utilise chaque RP que pour une finalité autorisée = limitation des finalités d'utilisation (A.1.4.2-5).
P11.06,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.06 ne recueille que les RP strictement nécessaires = minimisation de la collecte (A.1.4.2-5).
P11.07,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.07 créé/maintient chaque fichier de RP pour une finalité autorisée = limitation des finalités (A.1.4.2-5).
P11.08,A.1.5.2-5,Transfert et divulgation des RP,tgv_plus_etroit,P11.08 contrôle l'extraction/communication des RP avec mesures de confidentialité = encadrement des communications/divulgations de RP (A.1.5.2-5).
P11.10,A.3.8-10,"Identite, acces et controles fournisseurs",tgv_plus_etroit,P11.10 permet de savoir quand et par qui chaque RP a été utilisé = journalisation des accès et usages aux RP (A.3.8-10).
P11.11,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P11.11 rend accessibles à l'utilisateur les RP le concernant pour consultation/correction = droits d'accès et de rectification (A.1.3.5-10).
P11.12,A.2.3.2,Obligations envers les personnes (sous-traitant),tgv_plus_etroit,P11.12 fournit à l'acquéreur des mécanismes pour répondre aux demandes de consultation/correction = aide du sous-traitant au client (responsable) pour répondre aux demandes des personnes (A.2.3.2).
P11.13,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P11.13 propage les RP mis à jour ou rectifiés = mise en oeuvre de la rectification et information des tiers (A.1.3.5-10).
P11.14,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,"P11.14 interdit l'utilisation secondaire (création/export/conservation/distribution, même anonymisée) hors cas légaux = limitation des finalités (A.1.4.2-5)."
P11.15,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.15 limite chaque panorama aux RP strictement nécessaires à la tache = minimisation à l'affichage (A.1.4.2-5).
P11.16,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.16 informe de la nécessité de mettre à jour les RP selon les règles/fréquence = maintien de l'exactitude des données (A.1.4.2-5).
P11.17,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,P11.17 tient compte des duplicatas et répliques lors des mises à jour = cohérence/exactitude des données sur toutes les copies (A.1.4.2-5).
P11.18,A.1.5.2-5,Transfert et divulgation des RP,tgv_plus_etroit,P11.18 héberge les RP (y compris composantes redondantes) conformément aux exigences de la loi du Québec = juridiction/localisation d'hébergement encadrée par A.1.5.2-5.
P11.19,A.2.2.2-7,Ententes et obligations du sous-traitant,tgv_plus_etroit,P11.19 interdit l'utilisation de RP pour l'apprentissage ou le développement du produit hors cas légaux = interdiction de l'usage propre des RP par le sous-traitant (A.2.2.2-7).
P12.01,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,P12.01 définit l'incident de confidentialité et une procédure de traitement = gestion des incidents de vie privée (A.3.11-12).
P12.02,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,P12.02 établit les procédures de notification interne et externe en cas d'incident = notification des atteintes aux RP (A.3.11-12).
P12.03,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,P12.03 met en place des mesures pour prévenir ou limiter les conséquences d'un incident = volet réponse/limitation de la gestion des incidents (A.3.11-12).
P12.04,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,P12.04 diminue les risques de préjudice et prévient la récurrence des incidents = gestion et suivi post-incident (A.3.11-12).
P12.05,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,P12.05 instauré un plan de réponse et des directives pour réagir rapidement = préparation à la gestion des incidents (A.3.11-12).
P12.06,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,"P12.06 avise le Bureau, la Commission et la personne en cas de risque sérieux et tient un registre des incidents = notification aux autorités et tenue du registre (A.3.11-12)."
P13.01,A.3.23-31,"Controles techniques (authentification, chiffrement, developpement)",tgv_plus_etroit,P13.01 cloisonne les fichiers de RP provenant de plusieurs clients = ségrégation/isolation technique des données multi-clients (A.3.23-31).
P13.02,A.1.4.2-5,Minimisation des donnees,tgv_plus_etroit,"P13.02 cloisonne dans un entrepôt les fichiers à finalités distinctes = séparation selon les finalités, application de la limitation des finalités (A.1.4.2-5)."
P14.01,A.1.2.6-9,Gouvernance de la vie privee et registres,tgv_plus_etroit,"P14.01 dressé un inventaire complet des RP (lieux de stockage, types d'informations) = registre des traitements (A.1.2.6-9)."
P14.02,A.1.2.6-9,Gouvernance de la vie privee et registres,tgv_plus_etroit,P14.02 tient à jour l'inventaire évolutif des RP (y compris journalisation) = maintien du registre des traitements (A.1.2.6-9).
P14.03,A.1.5.2-5,Transfert et divulgation des RP,tgv_plus_etroit,P14.03 assure un contrôle efficace du transfert des RP conforme aux politiques = encadrement des transferts/divulgations (A.1.5.2-5).
P14.03,A.3.8-10,"Identite, acces et controles fournisseurs",tgv_plus_etroit,P14.03 assure un contrôle efficace de l'accès aux RP conforme aux politiques = gestion des accès aux RP (A.3.8-10).
P14.04,A.1.5.2-5,Transfert et divulgation des RP,tgv_plus_etroit,P14.04 dispose d'un processus clair de transfert de RP à des tiers = encadrement documenté des transferts/divulgations (A.1.5.2-5).
P14.05,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,"P14.05 identifie rapidement les données mises en cause lors d'un incident = qualification et portée de l'atteinte, volet de la gestion des incidents (A.3.11-12)."
P15.01,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P15.01 définit et documente la politique de conservation et de destruction des données personnelles = règles de conservation et d'élimination (A.1.4.6-10).
P15.03,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P15.03 suit un calendrier de conservation conforme à la politique et adapte aux types de données = durées/calendrier de conservation (A.1.4.6-10).
P15.04,A.3.13-16,"Conformite, audit et revue",tgv_plus_etroit,P15.04 révise régulièrement la politique de données selon les changements législatifs = revue périodique et maintien de la conformité réglementaire (A.3.13-16).
P16.01,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P16.01 définit une stratégie de traitement des plaintes relatives à la PRP = traitement des demandes/plaintes des personnes concernées (A.1.3.5-10).
P16.02,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P16.02 désigne et forme des personnes pour répondre aux plaintes = capacité de traitement des demandes des personnes (A.1.3.5-10).
P16.03,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P16.03 intègre une authentification adéquate des requérants pour toute forme de requête = vérification de l'identité des demandeurs avant traitement (A.1.3.5-10).
P16.04,A.1.3.2-4,Transparence et information,tgv_plus_etroit,P16.04 décrit simplement le processus de plainte et le publie sur le site Web = transparence et information accessible au public (A.1.3.2-4).
P16.05,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,"P16.05 tient un registre des plaintes et des réponses, régulièrement mis à jour = suivi et traçabilité du traitement des demandes des personnes (A.1.3.5-10)."
P17.01,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P17.01 établit un processus formel de réception et de traitement des demandes de désindexation = mise en oeuvre du droit de désindexation (A.1.3.5-10).
P17.02,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P17.02 vérifié les empêchements légaux à une demande de désindexation = traitement encadre du droit de désindexation (A.1.3.5-10).
P17.03,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P17.03 développé des processus de destruction/anonymisation/désindexation pour répondre aux demandes = exercice des droits d'effacement/désindexation (A.1.3.5-10).
P17.03,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P17.03 met en oeuvre les mécanismes de destruction et d'anonymisation des RP = élimination/dépersonnalisation au cycle de vie (A.1.4.6-10).
P17.04,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P17.04 informe le requérant des raisons d'impossibilité de désindexation = information de la personne sur le traitement de sa demande (A.1.3.5-10).
P17.05,A.1.4.6-10,"Cycle de vie, conservation et elimination des RP",tgv_plus_etroit,P17.05 recourt à des techniques d'anonymisation ou de destruction pour répondre aux demandes = mise en oeuvre de l'élimination/dépersonnalisation des RP (A.1.4.6-10).
P18.01,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P18.01 permet à la personne de demander une copie de ses RP = droit d'accès et de portabilité (A.1.3.5-10).
P18.02,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P18.02 communique les RP dans un format technologique structuré et couramment utilisé = droit à la portabilité (A.1.3.5-10).
P18.03,A.1.3.5-10,Droits des personnes concernees,tgv_plus_etroit,P18.03 forme les responsables à communiquer les RP de façon sécuritaire et dans un délai raisonnable = traitement des demandes de portabilité (A.1.3.5-10).
S05.05,A.3.5-7,Classification de l'information et transfert,tgv_plus_etroit,"S05.05 classifie/catégorise l'application et ses actifs = classification de l'information selon sa sensibilité (A.3.5-7), contrôle partage protégeant les RP."
S07.01,A.3.23-31,"Controles techniques (authentification, chiffrement, developpement)",tgv_plus_etroit,"S07.01 chiffre l'ensemble des données sensibles dont les RP et RP de santé = chiffrement, contrôle technique protégeant les RP (A.3.23-31)."
S07.02,A.3.23-31,"Controles techniques (authentification, chiffrement, developpement)",tgv_plus_etroit,"S07.02 chiffre et authentifie les communications entre composantes = chiffrement et authentification, contrôles techniques de A.3.23-31."
S08.02,A.3.20-22,"Securite physique, des supports et des terminaux",tgv_plus_etroit,S08.02 protège physiquement les locaux hébergeant les composantes traitant les RP = sécurité physique des installations et supports (A.3.20-22).
S09.01,A.3.17-19,Securite du personnel et bureau range,tgv_plus_etroit,S09.01 adopte une politique du bureau propre et de l'écran vide = mesures bureau/écran propres du personnel (A.3.17-19).
S13.06,A.3.8-10,"Identite, acces et controles fournisseurs",tgv_plus_etroit,S13.06 exige des ententes contractuelles avec chaque fournisseur = encadrement contractuel des fournisseurs traitant des RP (A.3.8-10).
S14.03,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,S14.03 arrimé le processus de gestion des incidents avec celui des clients = gestion coordonnée des incidents touchant les RP (A.3.11-12).
S14.04,A.3.11-12,Gestion des incidents de vie privee,tgv_plus_etroit,S14.04 avertit les clients de tout incident portant sur les données dans les meilleurs délais = notification des atteintes aux RP (A.3.11-12).
